timestamp_s,diameter_mm,confidence,stimulus_active
7.539,5.67,61.7,1
7.571,5.70,62.0,1
7.603,5.68,62.1,1
7.635,5.71,61.9,1
7.667,5.70,62.0,1
7.715,5.69,61.9,1
7.747,5.67,62.7,1
7.779,5.64,62.4,1
7.811,5.60,61.1,1
7.843,5.59,61.7,1
7.875,5.56,61.9,1
7.907,5.53,62.7,1
7.939,5.50,62.0,1
7.971,5.48,61.4,1
8.003,5.47,61.6,1
8.021,5.45,61.7,0
8.069,5.40,62.4,0
8.101,5.42,61.5,0
8.133,5.37,61.9,0
8.165,5.39,61.9,0
8.198,5.35,61.3,0
8.230,5.33,61.5,0
8.262,5.31,61.4,0
8.293,5.26,61.1,0
8.325,5.30,61.9,0
8.358,5.28,61.6,0
8.406,5.26,62.0,0
8.437,5.27,62.5,0
8.469,5.28,61.4,0
8.502,5.31,62.2,0
8.534,5.33,62.0,0
8.566,5.37,61.7,0
8.597,5.44,62.1,0
8.629,5.47,61.7,0
8.661,5.59,61.9,0
8.693,5.67,62.2,0
8.725,5.76,62.0,0
8.774,5.80,61.8,0
8.806,5.90,62.1,0
8.837,5.95,62.1,0
8.869,6.01,61.5,0
8.901,6.07,61.9,0
8.933,6.16,61.9,0
8.965,6.22,61.7,0
9.206,6.77,60.3,0
9.270,6.77,60.4,0
9.302,6.72,61.4,0
9.334,6.77,60.9,0
9.366,6.76,61.3,0
9.398,6.76,60.6,0
9.430,6.81,71.2,0
9.477,6.84,71.6,0
9.510,6.85,71.4,0
9.542,6.86,71.4,0
9.573,6.88,71.4,0
9.605,6.93,71.0,0
9.637,6.93,71.1,0
9.668,6.93,71.3,0
9.702,6.94,71.7,0
9.733,6.96,71.4,0
9.766,6.98,71.4,0
9.798,6.94,71.8,0
9.845,6.96,71.2,0
9.878,6.91,71.6,0
9.909,6.89,71.8,0
9.941,6.81,72.6,0
9.974,6.76,62.6,0
10.006,6.73,62.2,0
10.037,6.73,62.2,0
10.069,6.68,62.5,0
10.102,6.69,62.2,0
10.134,6.64,63.0,0
10.182,6.64,62.5,0
10.213,6.66,63.0,0
10.245,6.67,62.3,0
10.277,6.66,62.8,0
10.309,6.64,62.9,0
10.342,6.64,63.1,0
10.374,6.62,62.6,0
10.405,6.58,63.1,0
10.437,6.59,62.7,0
10.470,6.60,62.8,0
10.502,6.58,62.9,0
10.549,6.60,62.4,0
10.581,6.60,63.1,0
10.613,6.65,62.4,0
10.644,6.65,62.6,0
10.676,6.64,61.9,0
10.710,6.64,62.2,0
10.741,6.64,62.6,0
10.773,6.67,62.1,0
10.806,6.65,62.8,0
10.837,6.67,62.6,0
10.887,6.66,62.4,0
10.916,6.67,62.8,0
10.950,6.70,62.5,0
10.982,6.73,62.4,0
11.012,6.73,62.6,0
11.045,6.77,62.6,0
11.077,6.75,62.2,0
11.109,6.78,62.6,0
11.141,6.81,71.9,0
11.173,6.83,72.5,0
11.206,6.82,72.6,0
11.254,6.80,62.9,0
11.285,6.77,62.7,0
11.318,6.74,61.8,0
11.349,6.72,62.4,0
11.381,6.71,62.7,0
11.413,6.66,62.6,0
11.446,6.72,62.0,0
11.477,6.71,62.9,0
11.509,6.70,62.2,0
11.541,6.73,62.5,0
11.590,6.71,62.2,0
11.622,6.75,62.8,0
11.654,6.74,62.5,0
11.686,6.72,62.1,0
11.717,6.67,61.7,0
11.749,6.64,63.0,0
11.781,6.63,62.6,0
11.813,6.60,61.7,0
11.845,6.58,62.4,0
11.877,6.56,62.0,0
11.910,6.55,62.9,0
11.957,6.60,62.5,0
11.989,6.60,62.6,0
12.021,6.57,61.9,0
12.053,6.62,62.6,0
12.085,6.58,62.3,0
12.117,6.58,62.7,0
12.149,6.56,62.6,0
12.181,6.61,62.9,0
12.214,6.65,62.4,0
12.245,6.64,61.8,0
12.293,6.69,62.3,0
12.325,6.67,62.7,0
12.357,6.65,62.7,0
12.389,6.70,62.8,0
12.422,6.71,62.1,0
12.453,6.71,62.7,0
12.485,6.70,62.9,0
12.517,6.73,62.2,0
12.550,6.75,62.5,0
12.581,6.78,63.0,0
12.613,6.75,62.5,0
12.661,6.76,62.8,0
12.694,6.72,62.9,0
12.725,6.76,62.8,0
12.757,6.74,62.6,0
12.789,6.72,62.4,0
12.821,6.76,62.0,0
12.854,6.75,62.8,0
12.885,6.75,62.5,0
12.917,6.76,62.3,0
12.949,6.72,62.1,0
12.997,6.73,62.5,0
13.029,6.72,62.2,0
13.061,6.76,62.7,0
13.093,6.72,62.7,0
13.125,6.73,62.4,0
13.157,6.70,62.3,0
13.189,6.75,62.5,0
13.222,6.73,63.2,0
13.253,6.77,63.1,0
13.284,6.80,62.5,0
13.317,6.80,62.6,0
13.365,6.83,72.9,0
13.397,6.80,72.1,0
13.429,6.81,72.2,0
13.461,6.81,72.4,0
13.493,6.78,62.5,0
13.525,6.79,62.2,0
13.558,6.77,62.0,0
13.590,6.80,62.3,0
13.622,6.76,63.0,0
13.653,6.80,62.3,0
13.685,6.80,62.3,0
13.733,6.77,63.1,0
13.766,6.76,62.4,0
13.798,6.75,62.4,0
13.829,6.77,62.1,0
13.861,6.76,62.0,0
13.893,6.77,62.9,0
13.925,6.73,62.4,0
13.957,6.76,63.1,0
13.989,6.80,62.2,0
14.021,6.82,72.6,0
14.070,6.81,72.6,0
14.101,6.84,72.2,0
14.133,6.84,73.1,0
14.166,6.85,73.0,0
14.197,6.86,72.3,0
14.229,6.88,72.4,0
14.262,6.88,72.8,0
14.294,6.89,72.1,0
14.325,6.90,72.6,0
14.357,6.88,72.5,0
14.389,6.83,72.7,0
14.437,6.76,61.8,0
14.469,6.79,62.2,0
14.501,6.78,62.6,0
14.533,6.72,63.0,0
14.565,6.71,62.0,0
14.597,6.68,62.5,0
14.630,6.67,62.4,0
14.661,6.69,62.4,0
14.693,6.68,62.4,0
14.725,6.68,62.3,0
14.773,6.71,62.5,0
14.805,6.66,61.9,0
14.838,6.71,62.4,0
14.869,6.70,62.6,0
14.901,6.69,62.6,0
14.933,6.69,62.0,0
14.965,6.68,62.5,0
14.997,6.70,62.1,0
15.030,6.73,61.8,0
15.062,6.76,63.0,0
15.094,6.72,62.4,0
15.142,6.73,62.2,0
15.174,6.73,62.6,0
15.205,6.72,62.5,0
15.238,6.72,61.6,0
15.269,6.77,62.3,0
15.301,6.81,72.5,0
15.334,6.89,72.8,0
15.365,6.90,73.0,0
15.398,6.98,72.2,0
15.430,7.00,72.2,0
15.478,7.01,72.4,0
15.509,7.08,72.9,0
15.540,7.07,71.7,0
15.572,7.07,72.4,0
15.604,7.11,72.8,0
15.637,7.14,72.4,0
15.670,7.10,72.0,0
15.702,7.09,71.9,0
15.735,7.07,72.3,0
15.765,7.07,72.1,0
15.798,7.11,72.1,0
15.846,7.05,71.8,0
15.875,7.05,72.6,0
15.912,7.05,72.2,0
15.940,7.02,72.4,0
15.972,7.00,71.9,0
16.004,7.03,71.9,0
16.036,7.00,72.1,0
16.069,7.00,72.3,0
16.099,6.99,72.8,0
16.132,6.99,71.5,0
16.183,7.00,72.2,0
16.212,7.01,72.4,0
16.246,7.00,72.1,0
16.275,6.99,72.6,0
16.310,6.99,72.4,0
16.339,7.01,72.8,0
16.374,7.01,72.1,0
16.406,7.01,72.2,0
16.436,7.02,72.5,0
16.469,7.03,72.4,0
16.499,7.04,71.9,0
16.551,7.12,72.4,0
16.580,7.10,72.4,0
16.614,7.10,72.3,0
16.644,7.13,72.2,0
16.676,7.13,72.0,0
16.709,7.14,71.8,0
16.740,7.13,72.3,0
16.773,7.09,72.0,0
16.803,7.12,72.1,0
16.838,7.11,72.2,0
16.885,7.05,71.8,0
16.918,7.03,72.2,0
16.949,7.03,73.0,0
16.981,6.95,71.9,0
17.012,6.93,72.0,0
17.046,6.92,71.9,0
17.077,6.92,72.2,0
17.108,6.90,72.1,0
17.142,6.91,72.2,0
17.172,6.90,72.4,0
17.205,6.89,72.2,0
17.252,6.90,72.2,0
17.285,6.91,72.3,0
17.316,6.91,72.1,0
17.348,6.91,72.3,0
17.380,6.94,72.4,0
17.413,6.92,72.6,0
17.444,6.93,72.1,0
17.476,6.94,72.2,0
17.507,6.93,72.0,0
17.540,6.93,72.2,0
17.576,6.95,72.2,0
17.622,6.92,72.1,0
17.653,6.93,72.4,0
17.684,6.91,72.1,0
17.716,6.91,72.3,0
17.748,6.90,72.2,0
17.779,6.92,72.2,0
17.812,6.96,72.3,0
17.848,6.95,72.0,0
17.876,6.97,72.6,0
17.909,6.95,72.5,0
17.957,6.97,72.2,0
17.989,6.97,72.1,0
18.021,6.96,72.4,0
