timestamp_s,diameter_mm,confidence,stimulus_active
14.355,7.56,64.9,0
14.387,7.61,65.1,0
14.435,7.66,64.6,0
14.467,7.65,64.7,0
14.499,7.65,65.0,0
14.531,7.65,64.6,0
14.563,7.67,64.4,0
14.595,7.65,64.1,0
14.627,7.72,64.7,0
14.659,7.71,64.9,0
14.690,7.71,64.9,0
14.722,7.64,63.8,0
14.771,7.55,64.6,0
14.804,7.59,65.2,0
14.835,7.64,65.1,0
14.867,7.65,65.2,0
14.900,7.61,64.8,0
14.931,7.63,64.4,0
14.963,7.62,64.6,0
14.995,7.61,64.5,0
15.027,7.62,64.6,0
15.059,7.63,64.7,0
15.090,7.60,63.8,0
15.139,7.59,65.0,0
15.171,7.55,64.8,0
15.203,7.53,65.0,0
15.235,7.58,64.9,0
15.267,7.55,64.4,0
15.299,7.51,65.0,0
15.331,7.52,64.4,0
15.363,7.46,64.7,0
15.395,7.50,64.3,0
15.427,7.52,64.5,0
15.475,7.54,64.2,0
15.507,7.51,64.5,0
15.539,7.52,65.0,0
15.571,7.51,64.6,0
15.603,7.47,65.1,0
15.635,7.47,65.0,0
15.668,7.40,64.8,0
15.699,7.44,64.5,0
15.731,7.40,64.5,0
15.763,7.38,65.0,0
15.795,7.38,65.4,0
15.843,7.34,65.3,0
15.875,7.32,64.6,0
15.907,7.26,64.5,0
15.939,7.28,64.5,0
15.971,7.24,64.7,0
16.003,7.30,64.5,0
16.035,7.27,64.9,0
16.066,7.30,64.4,0
16.098,7.29,65.2,0
16.131,7.22,65.2,0
16.179,7.29,63.7,0
16.211,7.31,64.8,0
16.243,7.30,64.5,0
16.275,7.29,64.9,0
16.307,7.34,64.6,0
16.339,7.40,64.3,0
16.371,7.34,65.1,0
16.403,7.39,64.9,0
16.435,7.43,64.9,0
16.467,7.41,64.6,0
16.499,7.40,64.8,0
16.547,7.43,65.1,0
16.579,7.44,64.7,0
16.611,7.47,64.5,0
16.642,7.48,65.1,0
16.675,7.42,64.8,0
16.708,7.40,64.8,0
16.738,7.31,64.6,0
16.771,7.35,64.8,0
16.803,7.35,64.4,0
16.834,7.34,65.0,0
16.883,7.33,64.5,0
16.915,7.37,64.9,0
16.947,7.43,65.1,0
16.979,7.47,64.6,0
17.011,7.48,65.6,0
17.043,7.44,65.5,0
17.075,7.49,64.6,0
17.108,7.52,64.4,0
17.139,7.49,64.9,0
17.171,7.51,64.4,0
17.203,7.56,64.5,0
17.251,7.57,63.7,0
17.283,7.63,64.7,0
17.314,7.59,65.0,0
17.347,7.68,64.9,0
17.379,7.61,65.0,0
17.412,7.73,64.6,0
17.443,7.74,64.8,0
17.475,7.70,64.8,0
17.508,7.76,64.6,0
17.539,7.79,64.8,0
17.587,7.73,64.5,0
17.618,7.84,64.2,0
17.651,7.79,64.7,0
17.683,7.77,64.5,0
17.715,7.86,64.8,0
17.747,7.74,64.8,0
17.778,7.78,64.8,0
17.811,7.83,64.4,0
17.843,7.88,64.9,0
17.875,7.78,64.9,0
17.907,7.85,64.6,0
17.955,7.88,64.8,0
17.987,7.83,65.1,0
18.019,7.85,65.3,0
