timestamp_s,diameter_mm,confidence,stimulus_active
4.586,7.64,71.3,0
4.617,7.67,71.1,0
4.651,7.71,71.2,0
4.696,7.72,71.5,0
4.729,7.69,71.2,0
4.761,7.67,70.9,0
4.795,7.71,71.0,0
4.824,7.69,70.8,0
4.858,7.71,71.3,0
4.889,7.74,71.2,0
4.923,7.73,71.3,0
4.953,7.78,71.0,0
4.985,7.75,70.7,0
5.032,7.76,70.6,0
5.026,7.80,71.1,1
5.059,7.81,70.4,1
5.090,7.83,71.3,1
5.122,7.83,70.7,1
5.155,7.81,70.9,1
5.187,7.76,70.8,1
5.218,7.83,70.4,1
5.252,7.81,70.5,1
5.282,7.77,70.8,1
5.316,7.73,70.8,1
5.364,7.67,71.1,1
5.398,7.63,71.2,1
5.426,7.48,71.2,1
5.459,7.35,71.5,1
5.491,7.16,71.5,1
5.522,7.00,71.0,1
5.553,6.90,71.3,1
5.586,6.73,61.4,1
5.618,6.65,61.1,1
5.650,6.56,61.0,1
5.698,6.48,61.2,1
5.734,6.36,61.6,1
5.763,6.38,61.6,1
5.794,6.28,61.7,1
5.827,6.25,61.2,1
5.858,6.25,61.5,1
5.891,6.22,60.8,1
5.923,6.20,61.2,1
5.954,6.18,61.8,1
5.987,6.15,61.4,1
6.018,6.15,61.9,1
6.067,6.10,61.8,1
6.098,6.11,60.8,1
6.130,6.09,61.9,1
6.163,6.08,61.0,1
6.196,6.09,61.2,1
6.228,6.07,62.0,1
6.260,6.05,61.5,1
6.292,6.05,61.1,1
6.324,6.04,61.6,1
6.356,5.99,61.3,1
6.405,6.02,61.4,1
6.436,6.06,61.1,1
6.468,6.03,60.9,1
6.499,6.03,61.2,1
6.531,6.02,61.4,1
6.563,6.03,61.5,1
6.596,6.11,61.3,1
6.627,6.10,61.3,1
6.660,6.10,61.3,1
6.692,6.12,61.1,1
6.723,6.11,61.5,1
6.772,6.11,60.9,1
6.804,6.13,61.3,1
6.836,6.14,61.6,1
6.868,6.15,61.2,1
6.900,6.10,61.9,1
6.931,6.16,60.6,1
6.964,6.15,61.1,1
6.996,6.12,61.0,1
7.028,6.15,61.2,1
7.061,6.17,61.1,1
7.108,6.15,61.4,1
7.139,6.14,61.0,1
7.172,6.17,61.2,1
7.204,6.19,61.5,1
7.236,6.17,61.6,1
7.267,6.23,61.0,1
7.299,6.20,61.7,1
7.332,6.23,61.7,1
7.364,6.20,61.4,1
7.394,6.18,61.2,1
7.428,6.22,61.6,1
7.475,6.22,61.5,1
7.507,6.22,61.6,1
7.540,6.23,60.9,1
7.572,6.19,61.3,1
7.603,6.19,61.2,1
7.636,6.19,61.0,1
7.668,6.16,61.0,1
7.700,6.22,61.4,1
7.731,6.22,61.7,1
7.764,6.25,61.3,1
7.812,6.21,61.5,1
7.844,6.24,61.5,1
7.876,6.24,61.0,1
7.908,6.23,61.7,1
7.939,6.24,60.9,1
7.972,6.22,61.3,1
8.004,6.27,60.9,1
8.020,6.29,61.7,0
8.051,6.29,61.4,0
8.084,6.30,61.4,0
8.117,6.31,61.4,0
8.165,6.32,61.8,0
8.197,6.32,61.1,0
8.229,6.32,61.2,0
8.261,6.36,61.7,0
8.293,6.40,61.3,0
8.325,6.43,61.1,0
8.357,6.46,61.7,0
8.390,6.45,61.2,0
8.421,6.53,61.3,0
8.453,6.49,61.1,0
8.485,6.51,61.8,0
8.533,6.58,61.7,0
8.565,6.60,61.4,0
8.597,6.62,61.4,0
8.629,6.64,62.0,0
8.661,6.67,61.7,0
8.692,6.75,61.0,0
8.725,6.76,62.0,0
8.757,6.83,71.5,0
8.789,6.89,71.5,0
8.822,6.90,71.6,0
8.869,6.98,71.8,0
8.901,7.00,71.4,0
8.933,7.03,71.2,0
8.965,7.06,71.5,0
8.997,7.10,71.4,0
9.029,7.19,71.2,0
9.060,7.23,71.2,0
9.092,7.26,71.4,0
9.125,7.27,71.1,0
9.157,7.30,71.2,0
9.189,7.30,71.2,0
9.237,7.36,71.0,0
9.269,7.39,71.2,0
9.301,7.41,71.3,0
9.333,7.46,71.0,0
9.366,7.44,71.3,0
9.397,7.45,71.3,0
9.429,7.49,71.1,0
9.461,7.52,71.1,0
9.492,7.57,71.0,0
9.526,7.57,71.0,0
9.573,7.62,70.5,0
9.605,7.55,71.7,0
9.637,7.59,71.3,0
9.669,7.63,71.7,0
9.701,7.59,71.6,0
9.733,7.60,70.9,0
9.765,7.56,71.2,0
9.797,7.52,71.2,0
9.829,7.53,71.3,0
9.861,7.52,71.8,0
9.893,7.53,71.6,0
9.940,7.50,71.4,0
9.971,7.49,70.7,0
10.003,7.49,70.9,0
10.035,7.57,71.0,0
10.067,7.55,71.3,0
10.099,7.56,71.5,0
10.131,7.55,70.5,0
10.163,7.56,70.9,0
10.195,7.58,71.4,0
10.227,7.53,71.4,0
10.275,7.52,71.1,0
10.307,7.53,71.6,0
10.339,7.48,70.7,0
10.372,7.51,71.3,0
10.403,7.55,71.3,0
10.435,7.48,71.3,0
10.467,7.46,70.2,0
10.499,7.56,71.2,0
10.531,7.50,71.2,0
10.563,7.51,71.2,0
10.595,7.54,71.0,0
10.643,7.51,71.6,0
10.675,7.51,71.5,0
10.707,7.53,70.8,0
10.739,7.52,71.0,0
10.771,7.56,71.8,0
10.803,7.53,71.5,0
10.835,7.56,71.4,0
10.867,7.54,71.5,0
10.899,7.52,71.0,0
10.931,7.57,71.5,0
10.979,7.59,71.0,0
11.011,7.54,70.9,0
11.043,7.55,70.4,0
11.075,7.61,71.2,0
11.107,7.62,70.8,0
11.139,7.59,71.3,0
11.171,7.67,70.8,0
11.203,7.66,70.8,0
11.235,7.56,71.4,0
11.267,7.62,71.3,0
11.299,7.61,70.8,0
11.347,7.62,71.3,0
11.379,7.64,70.5,0
11.411,7.62,71.0,0
11.444,7.63,71.1,0
11.475,7.63,71.3,0
11.507,7.64,71.0,0
11.540,7.65,71.0,0
11.573,7.60,71.4,0
11.605,7.60,70.6,0
11.637,7.60,71.1,0
11.669,7.60,71.5,0
11.717,7.56,71.6,0
11.749,7.52,71.1,0
11.781,7.61,70.9,0
11.813,7.52,71.5,0
11.845,7.52,71.2,0
11.877,7.56,70.6,0
11.909,7.52,71.0,0
11.940,7.52,70.7,0
11.973,7.58,71.2,0
12.005,7.55,71.1,0
12.053,7.61,71.2,0
12.085,7.65,71.2,0
12.117,7.64,71.3,0
12.149,7.64,71.6,0
12.181,7.64,70.8,0
12.213,7.69,71.3,0
12.245,7.71,70.8,0
12.276,7.72,70.9,0
12.309,7.72,71.0,0
12.341,7.79,71.5,0
12.373,7.76,70.9,0
12.421,7.77,70.7,0
12.453,7.81,71.0,0
12.485,7.77,70.7,0
12.517,7.78,71.4,0
12.549,7.73,70.6,0
12.581,7.72,71.1,0
12.613,7.66,71.3,0
12.645,7.60,71.1,0
12.677,7.60,71.5,0
12.709,7.52,71.2,0
12.757,7.45,71.4,0
12.789,7.44,71.1,0
12.820,7.42,71.3,0
12.853,7.45,71.2,0
12.885,7.48,71.1,0
12.917,7.40,71.5,0
12.949,7.42,71.4,0
12.981,7.43,70.9,0
13.013,7.45,71.2,0
13.045,7.46,71.4,0
13.076,7.50,71.0,0
13.124,7.49,71.6,0
13.157,7.50,71.0,0
13.189,7.53,71.7,0
13.221,7.61,71.3,0
13.253,7.55,71.4,0
13.285,7.59,70.8,0
13.317,7.53,71.4,0
13.349,7.54,71.3,0
13.381,7.56,71.1,0
13.412,7.53,70.7,0
13.461,7.51,71.0,0
13.493,7.56,71.9,0
13.525,7.52,70.8,0
13.557,7.52,71.4,0
13.589,7.51,70.9,0
13.621,7.49,71.3,0
13.653,7.50,70.9,0
13.685,7.49,70.9,0
13.717,7.52,71.1,0
13.748,7.45,71.0,0
13.781,7.49,71.0,0
13.828,7.51,71.2,0
13.861,7.57,71.4,0
13.893,7.58,71.5,0
13.925,7.58,70.6,0
13.957,7.55,71.7,0
13.989,7.60,71.0,0
14.021,7.62,70.8,0
14.053,7.61,71.1,0
14.085,7.67,71.5,0
14.116,7.62,71.3,0
14.165,7.60,70.3,0
14.197,7.66,70.8,0
14.228,7.66,71.3,0
14.261,7.64,71.2,0
14.292,7.63,71.5,0
14.326,7.60,70.6,0
14.357,7.52,71.6,0
14.388,7.53,70.7,0
14.421,7.43,71.5,0
14.452,7.44,71.1,0
14.485,7.47,71.7,0
14.533,7.40,71.5,0
14.565,7.34,71.1,0
14.597,7.35,71.1,0
14.629,7.38,71.2,0
14.661,7.39,70.4,0
14.693,7.35,71.9,0
14.725,7.40,71.6,0
14.757,7.43,71.0,0
14.789,7.50,71.3,0
14.821,7.50,71.0,0
14.869,7.49,71.2,0
14.901,7.56,71.3,0
14.933,7.50,71.1,0
14.965,7.58,71.5,0
14.997,7.60,71.6,0
15.028,7.66,70.9,0
15.060,7.66,71.4,0
15.093,7.70,71.0,0
15.125,7.71,70.5,0
15.156,7.72,71.3,0
15.189,7.66,71.2,0
15.237,7.66,71.2,0
15.269,7.65,70.8,0
15.301,7.66,71.2,0
15.333,7.63,71.0,0
15.365,7.64,71.4,0
15.396,7.61,71.1,0
15.428,7.51,71.3,0
15.461,7.55,71.0,0
15.492,7.48,71.2,0
15.525,7.49,71.0,0
15.556,7.50,71.0,0
15.606,7.45,70.7,0
15.637,7.45,71.1,0
15.669,7.54,70.7,0
15.701,7.57,70.9,0
15.732,7.53,71.7,0
15.765,7.58,71.4,0
15.797,7.53,71.4,0
15.829,7.56,71.3,0
15.861,7.63,70.9,0
15.893,7.64,71.2,0
15.941,7.62,71.1,0
15.972,7.71,71.7,0
16.005,7.71,71.1,0
16.037,7.73,71.1,0
16.069,7.74,71.7,0
16.101,7.76,70.9,0
16.134,7.79,71.1,0
16.165,7.70,70.7,0
16.196,7.68,71.0,0
16.229,7.65,71.0,0
16.261,7.64,71.0,0
16.308,7.65,71.0,0
16.341,7.64,71.2,0
16.373,7.57,71.3,0
16.405,7.68,71.5,0
16.438,7.64,71.1,0
16.469,7.66,71.3,0
16.501,7.72,71.7,0
16.533,7.65,71.4,0
16.565,7.70,70.9,0
16.597,7.75,71.3,0
16.644,7.77,71.6,0
16.677,7.71,71.2,0
16.708,7.73,71.4,0
16.741,7.76,71.4,0
16.773,7.73,71.3,0
16.805,7.74,70.9,0
16.838,7.80,70.9,0
16.870,7.76,71.2,0
16.900,7.78,71.8,0
16.933,7.74,70.4,0
16.965,7.75,71.0,0
17.013,7.70,71.1,0
17.045,7.67,71.8,0
17.077,7.64,70.9,0
17.108,7.64,71.4,0
17.142,7.63,71.1,0
17.173,7.61,71.7,0
17.205,7.60,71.4,0
17.237,7.57,70.9,0
17.269,7.55,71.0,0
17.301,7.56,71.3,0
17.349,7.55,70.8,0
17.380,7.55,71.5,0
17.413,7.59,71.3,0
17.445,7.60,71.0,0
17.477,7.63,71.1,0
17.509,7.56,71.1,0
17.541,7.59,71.4,0
17.573,7.57,71.2,0
17.605,7.55,71.1,0
17.637,7.58,71.2,0
17.669,7.53,71.1,0
17.717,7.51,71.6,0
17.749,7.56,71.1,0
17.781,7.54,71.4,0
17.813,7.52,71.2,0
17.845,7.55,71.4,0
17.876,7.49,71.1,0
17.909,7.51,71.7,0
17.941,7.53,71.4,0
17.973,7.52,71.5,0
18.005,7.51,71.2,0
