timestamp,frame,diameter_px,diameter_mm,center_x,center_y,score
2025-11-24T10:55:07.476542,1097,37.72,1.886,378,232,0.853
2025-11-24T10:55:07.510395,1098,37.11,1.855,376,232,0.837
2025-11-24T10:55:07.540345,1099,36.83,1.842,374,232,0.843
2025-11-24T10:55:07.574390,1100,36.10,1.805,372,232,0.848
2025-11-24T10:55:07.604389,1101,35.36,1.768,371,233,0.842
2025-11-24T10:55:07.636789,1102,34.91,1.746,371,233,0.828
2025-11-24T10:55:07.669398,1103,34.53,1.726,372,232,0.881
2025-11-24T10:55:07.702945,1104,34.15,1.708,373,232,0.859
2025-11-24T10:55:07.734423,1105,33.50,1.675,373,231,0.872
2025-11-24T10:55:07.784555,1106,33.51,1.675,372,231,0.839
2025-11-24T10:55:07.811482,1107,32.89,1.644,370,232,0.855
2025-11-24T10:55:07.845716,1108,32.18,1.609,369,232,0.835
2025-11-24T10:55:07.876148,1109,31.74,1.587,369,232,0.848
2025-11-24T10:55:07.909515,1110,31.28,1.564,369,232,0.831
2025-11-24T10:55:07.941923,1111,30.87,1.543,368,232,0.829
2025-11-24T10:55:07.972452,1112,30.44,1.522,366,234,0.854
2025-11-24T10:55:08.003814,1113,29.84,1.492,365,235,0.853
2025-11-24T10:55:08.037762,1114,29.20,1.460,364,235,0.866
2025-11-24T10:55:08.071067,1115,28.78,1.439,363,236,0.883
2025-11-24T10:55:08.121761,1116,28.05,1.403,362,236,0.889
2025-11-24T10:55:08.151269,1117,27.46,1.373,362,235,0.878
2025-11-24T10:55:08.180824,1118,27.21,1.360,362,234,0.858
2025-11-24T10:55:08.213031,1119,26.79,1.340,362,233,0.855
2025-11-24T10:55:08.245945,1120,13.01,0.651,249,170,0.482
2025-11-24T10:55:08.278714,1121,26.15,1.308,360,234,0.846
2025-11-24T10:55:08.308461,1122,15.51,0.775,346,174,0.472
2025-11-24T10:55:08.340463,1123,24.89,1.244,359,235,0.878
2025-11-24T10:55:08.372320,1124,12.25,0.613,198,245,0.497
2025-11-24T10:55:08.404236,1125,14.75,0.738,345,174,0.697
2025-11-24T10:55:08.438834,1126,23.95,1.197,358,234,0.888
2025-11-24T10:55:08.490127,1127,13.26,0.663,246,170,0.521
2025-11-24T10:55:08.517756,1128,23.29,1.165,356,235,0.893
2025-11-24T10:55:08.549445,1129,15.67,0.783,342,175,0.541
2025-11-24T10:55:08.582036,1130,14.19,0.709,343,175,0.595
2025-11-24T10:55:08.614527,1131,13.83,0.692,322,331,0.545
2025-11-24T10:55:08.644050,1132,14.49,0.724,249,170,0.369
2025-11-24T10:55:08.676468,1133,22.55,1.127,361,234,0.882
2025-11-24T10:55:08.707372,1134,12.73,0.637,219,338,0.650
2025-11-24T10:55:08.740696,1135,14.22,0.711,253,169,0.293
2025-11-24T10:55:08.772450,1136,13.52,0.676,440,256,0.247
2025-11-24T10:55:08.848984,1138,21.91,1.095,364,235,0.888
2025-11-24T10:55:08.884306,1139,21.97,1.099,363,235,0.875
2025-11-24T10:55:08.915963,1140,14.73,0.737,326,333,0.421
2025-11-24T10:55:08.947239,1141,13.66,0.683,251,172,0.389
2025-11-24T10:55:08.979755,1142,21.94,1.097,362,236,0.890
2025-11-24T10:55:09.013742,1143,14.34,0.717,329,331,0.366
2025-11-24T10:55:09.046478,1144,13.73,0.686,329,330,0.403
2025-11-24T10:55:09.076305,1145,13.88,0.694,440,256,0.277
2025-11-24T10:55:09.106298,1146,15.39,0.769,255,168,0.312
2025-11-24T10:55:09.140358,1147,14.23,0.712,327,331,0.503
2025-11-24T10:55:09.190577,1148,14.15,0.707,327,331,0.433
2025-11-24T10:55:09.215226,1149,14.15,0.707,327,331,0.433
2025-11-24T10:55:09.237867,1150,23.92,1.196,362,235,0.865
2025-11-24T10:55:09.283340,1151,24.97,1.248,364,236,0.864
2025-11-24T10:55:09.314519,1152,25.56,1.278,363,235,0.868
2025-11-24T10:55:09.344421,1153,16.06,0.803,254,168,0.321
2025-11-24T10:55:09.379238,1154,26.52,1.326,363,234,0.883
2025-11-24T10:55:09.411272,1155,19.45,0.972,246,262,0.471
2025-11-24T10:55:09.441760,1156,13.69,0.684,332,329,0.385
2025-11-24T10:55:09.476460,1157,27.74,1.387,365,234,0.887
2025-11-24T10:55:09.507539,1158,13.60,0.680,277,148,0.282
2025-11-24T10:55:09.555143,1159,28.35,1.418,362,234,0.868
2025-11-24T10:55:09.578171,1160,28.35,1.418,362,234,0.868
2025-11-24T10:55:09.595552,1161,28.76,1.438,361,234,0.874
2025-11-24T10:55:09.619230,1162,28.93,1.446,361,233,0.886
2025-11-24T10:55:09.683508,1163,29.61,1.480,362,232,0.848
2025-11-24T10:55:09.715332,1164,29.85,1.493,362,233,0.868
2025-11-24T10:55:09.747250,1165,29.95,1.497,362,233,0.881
2025-11-24T10:55:09.779401,1166,30.24,1.512,362,233,0.877
2025-11-24T10:55:09.810851,1167,30.67,1.533,364,232,0.873
2025-11-24T10:55:09.843690,1168,30.97,1.548,365,231,0.858
2025-11-24T10:55:09.891166,1169,31.33,1.566,366,230,0.859
2025-11-24T10:55:09.922993,1170,31.38,1.569,368,228,0.844
2025-11-24T10:55:09.947088,1171,31.38,1.569,368,228,0.844
2025-11-24T10:55:09.969107,1172,31.71,1.585,367,228,0.874
2025-11-24T10:55:09.990839,1173,31.92,1.596,367,227,0.877
2025-11-24T10:55:10.019345,1174,31.95,1.598,367,225,0.866
2025-11-24T10:55:10.083326,1175,32.55,1.627,365,225,0.835
2025-11-24T10:55:10.116336,1176,33.16,1.658,365,225,0.837
2025-11-24T10:55:10.146846,1177,33.16,1.658,365,225,0.853
2025-11-24T10:55:10.176284,1178,33.05,1.652,366,225,0.861
2025-11-24T10:55:10.208402,1179,14.79,0.739,276,303,0.450
2025-11-24T10:55:10.259399,1180,17.66,0.883,209,245,0.417
2025-11-24T10:55:10.278547,1181,17.66,0.883,209,245,0.417
2025-11-24T10:55:10.302309,1182,12.97,0.649,402,314,0.535
2025-11-24T10:55:10.324169,1183,15.42,0.771,277,163,0.341
2025-11-24T10:55:10.355105,1184,34.58,1.729,366,226,0.728
2025-11-24T10:55:10.387776,1185,34.99,1.750,367,227,0.843
2025-11-24T10:55:10.416440,1186,34.62,1.731,368,227,0.852
2025-11-24T10:55:10.483226,1187,34.58,1.729,371,228,0.843
2025-11-24T10:55:10.515246,1188,34.56,1.728,372,228,0.832
2025-11-24T10:55:10.545326,1189,34.51,1.726,371,228,0.833
2025-11-24T10:55:10.595443,1190,34.59,1.730,372,227,0.854
2025-11-24T10:55:10.627035,1191,13.46,0.673,336,321,0.586
2025-11-24T10:55:10.647820,1192,13.46,0.673,336,321,0.586
2025-11-24T10:55:10.669233,1193,34.40,1.720,372,226,0.884
2025-11-24T10:55:10.690866,1194,34.52,1.726,373,225,0.883
2025-11-24T10:55:10.722411,1195,34.68,1.734,374,225,0.857
2025-11-24T10:55:10.754534,1196,34.76,1.738,375,225,0.855
2025-11-24T10:55:10.786402,1197,35.00,1.750,373,226,0.840
2025-11-24T10:55:10.819364,1198,35.01,1.751,371,227,0.866
2025-11-24T10:55:10.884376,1199,35.03,1.751,370,227,0.855
2025-11-24T10:55:10.915377,1200,34.84,1.742,371,227,0.848
2025-11-24T10:55:10.963713,1201,34.88,1.744,372,227,0.858
2025-11-24T10:55:10.986147,1202,34.88,1.744,372,227,0.858
2025-11-24T10:55:11.009943,1203,35.21,1.760,372,229,0.891
2025-11-24T10:55:11.027364,1204,35.06,1.753,370,230,0.860
2025-11-24T10:55:11.058007,1205,35.38,1.769,367,232,0.841
2025-11-24T10:55:11.089911,1206,35.04,1.752,365,234,0.849
2025-11-24T10:55:11.124248,1207,35.13,1.757,364,237,0.825
2025-11-24T10:55:11.156437,1208,34.91,1.745,363,238,0.829
2025-11-24T10:55:11.187286,1209,34.81,1.740,363,239,0.830
2025-11-24T10:55:11.219840,1210,34.46,1.723,363,240,0.854
2025-11-24T10:55:11.299451,1211,33.70,1.685,364,239,0.855
2025-11-24T10:55:11.331524,1212,32.76,1.638,363,240,0.843
2025-11-24T10:55:11.353180,1213,32.76,1.638,363,240,0.843
2025-11-24T10:55:11.375168,1214,31.78,1.589,362,241,0.846
2025-11-24T10:55:11.395169,1215,30.91,1.545,360,241,0.851
2025-11-24T10:55:11.426682,1216,29.80,1.490,359,241,0.807
2025-11-24T10:55:11.458170,1217,14.70,0.735,454,306,0.311
2025-11-24T10:55:11.489707,1218,28.61,1.430,357,241,0.845
2025-11-24T10:55:11.524915,1219,27.97,1.399,357,241,0.882
2025-11-24T10:55:11.556350,1220,14.18,0.709,319,336,0.616
2025-11-24T10:55:11.586976,1221,26.96,1.348,357,241,0.871
2025-11-24T10:55:11.620387,1222,26.65,1.332,356,242,0.885
2025-11-24T10:55:11.667244,1223,13.99,0.699,451,309,0.384
2025-11-24T10:55:11.699277,1224,26.07,1.303,356,243,0.871
2025-11-24T10:55:11.731336,1225,26.19,1.310,357,242,0.858
2025-11-24T10:55:11.763375,1226,25.71,1.286,359,241,0.906
2025-11-24T10:55:11.795270,1227,25.62,1.281,360,241,0.884
2025-11-24T10:55:11.826805,1228,25.37,1.268,360,241,0.878
2025-11-24T10:55:11.860046,1229,25.31,1.266,359,242,0.872
2025-11-24T10:55:11.891299,1230,25.09,1.255,359,242,0.873
2025-11-24T10:55:11.923058,1231,24.66,1.233,359,242,0.892
2025-11-24T10:55:11.956286,1232,24.64,1.232,359,242,0.863
2025-11-24T10:55:12.007037,1233,24.14,1.207,361,241,0.909
2025-11-24T10:55:12.036518,1234,24.20,1.210,361,240,0.873
2025-11-24T10:55:12.070754,1235,23.52,1.176,361,240,0.897
2025-11-24T10:55:12.101237,1236,23.55,1.177,360,240,0.884
2025-11-24T10:55:12.133981,1237,23.44,1.172,360,240,0.890
2025-11-24T10:55:12.164773,1238,23.11,1.155,361,239,0.873
2025-11-24T10:55:12.198761,1239,22.88,1.144,361,239,0.901
2025-11-24T10:55:12.230688,1240,22.72,1.136,362,238,0.873
2025-11-24T10:55:12.262953,1241,22.66,1.133,362,238,0.883
2025-11-24T10:55:12.292190,1242,22.39,1.119,362,237,0.901
2025-11-24T10:55:12.325692,1243,14.37,0.719,350,178,0.546
2025-11-24T10:55:12.374662,1244,22.45,1.123,362,238,0.875
2025-11-24T10:55:12.405289,1245,22.96,1.148,361,239,0.853
2025-11-24T10:55:12.437531,1246,22.84,1.142,361,239,0.880
2025-11-24T10:55:12.470198,1247,22.88,1.144,362,239,0.861
2025-11-24T10:55:12.502951,1248,23.02,1.151,364,238,0.881
2025-11-24T10:55:12.532583,1249,23.11,1.156,365,239,0.903
2025-11-24T10:55:12.566260,1250,23.58,1.179,365,239,0.891
2025-11-24T10:55:12.598302,1251,23.65,1.183,364,240,0.871
2025-11-24T10:55:12.629700,1252,24.09,1.205,364,240,0.873
2025-11-24T10:55:12.660857,1253,24.23,1.211,363,241,0.870
2025-11-24T10:55:12.694346,1254,24.65,1.233,364,241,0.848
2025-11-24T10:55:12.737673,1255,25.16,1.258,365,240,0.900
2025-11-24T10:55:12.774842,1256,25.18,1.259,366,240,0.885
2025-11-24T10:55:12.804698,1257,25.82,1.291,367,239,0.870
2025-11-24T10:55:12.836614,1258,26.11,1.306,367,239,0.868
2025-11-24T10:55:12.867384,1259,26.36,1.318,368,239,0.875
2025-11-24T10:55:12.899728,1260,16.41,0.821,334,336,0.461
2025-11-24T10:55:12.934040,1261,27.18,1.359,368,238,0.867
2025-11-24T10:55:12.966024,1262,27.61,1.381,368,237,0.879
2025-11-24T10:55:12.997369,1263,28.06,1.403,368,236,0.872
2025-11-24T10:55:13.028679,1264,28.39,1.419,368,236,0.886
2025-11-24T10:55:13.078220,1265,28.75,1.438,368,236,0.865
2025-11-24T10:55:13.111593,1266,28.98,1.449,368,235,0.878
2025-11-24T10:55:13.139751,1267,29.25,1.462,368,234,0.870
2025-11-24T10:55:13.174554,1268,29.69,1.485,368,234,0.871
2025-11-24T10:55:13.206718,1269,29.95,1.498,368,234,0.890
2025-11-24T10:55:13.236106,1270,30.31,1.516,368,234,0.864
2025-11-24T10:55:13.270721,1271,30.54,1.527,369,233,0.884
2025-11-24T10:55:13.302938,1272,30.85,1.543,369,233,0.872
2025-11-24T10:55:13.334857,1273,31.02,1.551,368,233,0.873
2025-11-24T10:55:13.367386,1274,14.06,0.703,357,173,0.568
2025-11-24T10:55:13.398900,1275,31.42,1.571,368,233,0.891
2025-11-24T10:55:13.447400,1276,31.80,1.590,369,233,0.887
2025-11-24T10:55:13.476930,1277,31.97,1.599,369,233,0.874
2025-11-24T10:55:13.506682,1278,32.19,1.609,370,232,0.865
2025-11-24T10:55:13.542774,1279,32.33,1.617,370,232,0.886
2025-11-24T10:55:13.574298,1280,32.35,1.618,369,233,0.866
2025-11-24T10:55:13.606791,1281,13.68,0.684,333,330,0.452
2025-11-24T10:55:13.638686,1282,32.67,1.633,369,234,0.865
2025-11-24T10:55:13.667644,1283,32.95,1.647,370,233,0.865
2025-11-24T10:55:13.702307,1284,33.04,1.652,371,232,0.864
2025-11-24T10:55:13.735896,1285,33.26,1.663,371,232,0.873
2025-11-24T10:55:13.783227,1286,33.27,1.664,371,233,0.853
2025-11-24T10:55:13.810406,1287,33.10,1.655,370,232,0.867
2025-11-24T10:55:13.844038,1288,33.30,1.665,369,232,0.879
2025-11-24T10:55:13.876127,1289,33.46,1.673,369,232,0.845
2025-11-24T10:55:13.908291,1290,33.71,1.686,369,232,0.840
2025-11-24T10:55:13.942514,1291,33.89,1.694,369,232,0.885
2025-11-24T10:55:13.974221,1292,33.78,1.689,369,233,0.850
2025-11-24T10:55:14.006549,1293,34.02,1.701,370,233,0.854
2025-11-24T10:55:14.038686,1294,33.95,1.697,370,234,0.867
2025-11-24T10:55:14.068626,1295,34.37,1.719,371,233,0.852
2025-11-24T10:55:14.101197,1296,34.13,1.707,372,233,0.859
2025-11-24T10:55:14.151773,1297,34.14,1.707,373,232,0.855
2025-11-24T10:55:14.179988,1298,34.34,1.717,374,232,0.844
2025-11-24T10:55:14.212769,1299,34.09,1.704,373,232,0.850
2025-11-24T10:55:14.246602,1300,34.25,1.713,372,232,0.856
2025-11-24T10:55:14.278624,1301,34.23,1.711,371,233,0.847
2025-11-24T10:55:14.310855,1302,34.15,1.708,369,234,0.852
2025-11-24T10:55:14.342923,1303,34.27,1.714,367,234,0.847
2025-11-24T10:55:14.374513,1304,34.15,1.708,366,235,0.857
2025-11-24T10:55:14.406635,1305,34.18,1.709,365,236,0.838
2025-11-24T10:55:14.435707,1306,33.97,1.699,365,236,0.839
2025-11-24T10:55:14.487998,1307,34.53,1.727,367,234,0.864
2025-11-24T10:55:14.516882,1308,34.51,1.726,368,232,0.858
2025-11-24T10:55:14.547616,1309,34.46,1.723,370,231,0.875
2025-11-24T10:55:14.582893,1310,34.55,1.727,371,231,0.855
2025-11-24T10:55:14.614754,1311,33.62,1.681,372,230,0.875
2025-11-24T10:55:14.646495,1312,33.42,1.671,372,229,0.849
2025-11-24T10:55:14.678342,1313,32.91,1.646,370,230,0.815
2025-11-24T10:55:14.706434,1314,32.05,1.602,370,231,0.867
2025-11-24T10:55:14.740277,1315,31.71,1.586,370,231,0.846
2025-11-24T10:55:14.772134,1316,31.27,1.564,371,231,0.854
2025-11-24T10:55:14.806528,1317,30.93,1.547,372,230,0.840
2025-11-24T10:55:14.855249,1318,30.43,1.521,371,232,0.843
2025-11-24T10:55:14.884272,1319,30.09,1.505,371,233,0.853
2025-11-24T10:55:14.918651,1320,29.74,1.487,371,235,0.847
2025-11-24T10:55:14.948537,1321,29.24,1.462,371,235,0.849
2025-11-24T10:55:14.982813,1322,28.95,1.448,372,234,0.883
2025-11-24T10:55:15.014370,1323,28.57,1.428,373,234,0.872
2025-11-24T10:55:15.046711,1324,28.41,1.420,372,234,0.868
2025-11-24T10:55:15.073853,1325,28.26,1.413,371,235,0.865
2025-11-24T10:55:15.106815,1326,27.82,1.391,371,235,0.859
2025-11-24T10:55:15.141822,1327,27.63,1.382,370,235,0.881
2025-11-24T10:55:15.191048,1328,27.38,1.369,369,236,0.875
2025-11-24T10:55:15.220445,1329,26.89,1.344,369,235,0.879
2025-11-24T10:55:15.240547,1330,26.89,1.344,369,235,0.879
2025-11-24T10:55:15.285328,1331,26.77,1.338,370,235,0.869
2025-11-24T10:55:15.318498,1332,26.27,1.314,369,235,0.869
2025-11-24T10:55:15.350455,1333,26.23,1.312,369,236,0.881
2025-11-24T10:55:15.382591,1334,26.05,1.302,368,236,0.856
2025-11-24T10:55:15.414450,1335,25.75,1.287,369,235,0.841
2025-11-24T10:55:15.446744,1336,25.44,1.272,369,234,0.870
2025-11-24T10:55:15.478744,1337,25.21,1.260,369,234,0.883
2025-11-24T10:55:15.509082,1338,25.19,1.260,368,233,0.877
2025-11-24T10:55:15.559882,1339,22.71,1.136,234,276,0.374
2025-11-24T10:55:15.581832,1340,22.71,1.136,234,276,0.374
2025-11-24T10:55:15.606056,1341,24.73,1.236,369,233,0.888
2025-11-24T10:55:15.631151,1342,15.87,0.794,257,261,0.459
2025-11-24T10:55:15.687003,1343,24.50,1.225,378,233,0.888
2025-11-24T10:55:15.716904,1344,24.26,1.213,380,233,0.862
2025-11-24T10:55:15.747456,1345,24.44,1.222,381,234,0.874
2025-11-24T10:55:15.780282,1346,24.24,1.212,381,235,0.873
2025-11-24T10:55:15.813247,1347,12.73,0.636,342,179,0.449
2025-11-24T10:55:15.846188,1348,18.29,0.915,284,216,0.389
2025-11-24T10:55:15.894921,1349,24.59,1.229,381,235,0.863
2025-11-24T10:55:15.926740,1350,25.01,1.251,382,233,0.853
2025-11-24T10:55:15.952490,1351,25.01,1.251,382,233,0.853
2025-11-24T10:55:15.968372,1352,15.95,0.797,283,164,0.354
2025-11-24T10:55:15.992167,1353,25.50,1.275,384,232,0.860
2025-11-24T10:55:16.019910,1354,25.96,1.298,383,234,0.860
2025-11-24T10:55:16.086770,1355,26.91,1.345,382,235,0.870
2025-11-24T10:55:16.117721,1356,27.42,1.371,382,235,0.882
2025-11-24T10:55:16.148073,1357,28.20,1.410,382,235,0.842
2025-11-24T10:55:16.182411,1358,28.56,1.428,383,235,0.871
2025-11-24T10:55:16.214985,1359,29.11,1.456,386,234,0.849
2025-11-24T10:55:16.263527,1360,29.49,1.474,388,233,0.860
2025-11-24T10:55:16.285067,1361,29.49,1.474,388,233,0.860
2025-11-24T10:55:16.311563,1362,16.55,0.827,293,210,0.421
2025-11-24T10:55:16.332990,1363,30.21,1.510,389,231,0.854
2025-11-24T10:55:16.355349,1364,30.69,1.535,388,231,0.850
2025-11-24T10:55:16.390228,1365,31.03,1.551,386,231,0.871
2025-11-24T10:55:16.422863,1366,31.27,1.563,386,231,0.851
2025-11-24T10:55:16.487639,1367,31.94,1.597,388,231,0.859
2025-11-24T10:55:16.517895,1368,16.65,0.832,289,159,0.255
2025-11-24T10:55:16.550417,1369,32.16,1.608,390,230,0.869
2025-11-24T10:55:16.582520,1370,32.37,1.618,391,230,0.872
2025-11-24T10:55:16.633201,1371,13.84,0.692,361,326,0.483
2025-11-24T10:55:16.657438,1372,13.84,0.692,361,326,0.483
2025-11-24T10:55:16.681348,1373,14.71,0.735,299,206,0.339
2025-11-24T10:55:16.698467,1374,32.68,1.634,393,231,0.850
2025-11-24T10:55:16.724511,1375,33.13,1.656,394,231,0.867
2025-11-24T10:55:16.759097,1376,33.01,1.651,395,231,0.864
2025-11-24T10:55:16.790280,1377,33.58,1.679,395,232,0.846
2025-11-24T10:55:16.822528,1378,15.86,0.793,268,186,0.336
2025-11-24T10:55:16.887945,1379,33.77,1.689,393,234,0.855
2025-11-24T10:55:16.918888,1380,34.06,1.703,393,234,0.870
2025-11-24T10:55:16.967841,1381,34.10,1.705,392,234,0.858
2025-11-24T10:55:16.990557,1382,34.10,1.705,392,234,0.858
2025-11-24T10:55:17.013668,1383,34.43,1.721,392,234,0.862
2025-11-24T10:55:17.036410,1384,34.44,1.722,392,233,0.864
2025-11-24T10:55:17.061329,1385,34.71,1.735,393,233,0.885
2025-11-24T10:55:17.090233,1386,34.79,1.739,396,232,0.870
2025-11-24T10:55:17.122712,1387,35.00,1.750,397,230,0.833
2025-11-24T10:55:17.156287,1388,35.58,1.779,398,228,0.866
2025-11-24T10:55:17.188736,1389,17.94,0.897,241,241,0.541
2025-11-24T10:55:17.223063,1390,20.15,1.008,242,241,0.424
2025-11-24T10:55:17.288357,1391,12.42,0.621,387,322,0.607
2025-11-24T10:55:17.376096,1394,13.92,0.696,356,327,0.290
2025-11-24T10:55:17.399154,1395,13.53,0.676,359,326,0.545
2025-11-24T10:55:17.429854,1396,13.98,0.699,361,327,0.597
2025-11-24T10:55:17.460726,1397,13.48,0.674,376,275,0.571
2025-11-24T10:55:17.490363,1398,13.31,0.666,368,318,0.722
2025-11-24T10:55:17.524351,1399,12.52,0.626,372,313,0.529
2025-11-24T10:55:17.556733,1400,12.51,0.625,375,309,0.574
2025-11-24T10:55:17.588657,1401,16.70,0.835,386,248,0.518
2025-11-24T10:55:17.622835,1402,21.35,1.067,415,252,0.418
2025-11-24T10:55:17.703527,1403,12.67,0.633,375,305,0.647
2025-11-24T10:55:17.730090,1404,12.67,0.633,375,305,0.647
2025-11-24T10:55:17.773753,1406,14.03,0.701,378,308,0.461
2025-11-24T10:55:17.795883,1407,17.16,0.858,342,242,0.329
