timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
1.259,7,31.88,1.594,98.0,110.0,788,0.867,86.7
1.308,8,32.30,1.615,97.7,109.8,806,0.868,86.8
1.337,9,31.98,1.599,97.2,110.3,803,0.875,87.5
1.370,10,31.76,1.588,97.1,110.4,789,0.873,87.3
1.401,11,31.68,1.584,97.1,110.4,778,0.870,87.0
1.435,12,32.07,1.604,97.1,110.1,800,0.866,86.6
1.469,13,32.04,1.602,96.2,110.6,798,0.861,86.1
1.502,14,32.29,1.614,95.8,110.8,808,0.885,88.5
1.533,15,32.98,1.649,96.0,110.5,836,0.868,86.8
1.564,16,33.03,1.651,96.1,110.9,850,0.861,86.1
1.597,17,32.67,1.633,96.7,110.6,828,0.874,87.4
1.645,18,32.65,1.633,96.7,109.9,830,0.868,86.8
1.675,19,33.38,1.669,97.2,108.5,852,0.868,86.8
1.709,20,32.59,1.629,96.8,108.7,822,0.876,87.6
1.742,21,32.44,1.622,96.5,108.8,818,0.869,86.9
1.772,22,32.46,1.623,96.0,109.7,801,0.873,87.3
1.805,23,31.88,1.594,95.8,110.5,786,0.865,86.5
1.835,24,31.16,1.558,95.1,110.9,756,0.883,88.3
1.868,25,30.83,1.542,94.8,111.5,740,0.889,88.9
1.899,26,31.09,1.554,95.4,111.1,748,0.873,87.3
1.933,27,31.07,1.554,95.5,110.5,746,0.882,88.2
1.960,28,30.21,1.510,95.7,110.3,706,0.868,86.8
2.030,29,30.70,1.535,94.8,110.1,730,0.881,88.1
2.043,0,30.54,1.527,95.0,109.4,726,0.867,86.7
2.073,1,30.73,1.537,95.1,107.7,714,0.859,85.9
2.109,2,30.67,1.534,94.9,107.4,714,0.853,85.3
2.140,3,30.94,1.547,94.2,107.7,720,0.866,86.6
2.177,4,31.34,1.567,93.7,108.9,737,0.880,88.0
2.205,5,30.63,1.532,94.5,112.5,706,0.897,89.7
2.238,6,30.52,1.526,94.6,112.5,722,0.891,89.1
2.268,7,30.72,1.536,94.7,112.3,721,0.875,87.5
2.302,8,30.40,1.520,96.0,113.0,711,0.892,89.2
2.350,9,30.29,1.514,96.1,113.1,712,0.879,87.9
2.380,10,30.49,1.525,96.2,112.8,706,0.896,89.6
2.412,11,29.66,1.483,95.7,112.9,678,0.882,88.2
2.446,12,28.84,1.442,95.1,112.7,630,0.884,88.4
2.476,13,27.24,1.362,94.4,112.4,573,0.865,86.5
2.509,14,26.98,1.349,94.4,112.4,562,0.860,86.0
2.538,15,25.97,1.299,94.8,112.7,516,0.896,89.6
2.572,16,25.68,1.284,94.3,113.9,510,0.871,87.1
2.606,17,24.87,1.244,93.3,115.1,478,0.888,88.8
2.638,18,24.60,1.230,93.1,114.8,454,0.905,90.5
2.669,19,23.48,1.174,93.6,114.7,428,0.900,90.0
2.719,20,22.92,1.146,94.3,114.7,408,0.884,88.4
2.750,21,22.91,1.146,93.8,111.7,408,0.882,88.2
2.782,22,23.19,1.159,93.2,110.2,418,0.872,87.2
2.815,23,22.39,1.119,92.6,109.3,388,0.868,86.8
2.845,24,22.15,1.107,92.1,109.4,384,0.876,87.6
2.877,25,22.28,1.114,92.7,108.7,384,0.876,87.6
2.911,26,21.57,1.079,93.3,108.6,360,0.869,86.9
2.940,27,21.55,1.077,94.0,108.0,360,0.869,86.9
2.977,28,21.69,1.085,94.1,108.2,363,0.890,89.0
3.007,29,21.25,1.062,93.1,108.6,350,0.878,87.8
3.053,30,21.55,1.077,93.1,108.4,362,0.887,88.7
3.080,0,21.47,1.073,93.2,108.2,354,0.883,88.3
3.113,1,22.41,1.121,93.8,108.6,385,0.873,87.3
3.145,2,22.01,1.100,94.3,108.6,377,0.875,87.5
3.178,3,22.36,1.118,94.2,108.8,388,0.900,90.0
3.210,4,22.20,1.110,94.5,108.0,382,0.867,86.7
3.243,5,22.63,1.131,94.5,108.6,399,0.877,87.7
3.272,6,22.75,1.137,96.2,108.2,402,0.884,88.4
3.305,7,22.98,1.149,97.4,108.0,414,0.876,87.6
3.338,8,23.30,1.165,96.7,109.0,424,0.885,88.5
3.370,9,23.89,1.195,95.4,109.6,443,0.886,88.6
3.420,10,24.52,1.226,94.3,110.4,469,0.885,88.5
3.453,11,24.37,1.219,93.2,110.9,464,0.887,88.7
3.483,12,24.51,1.226,93.5,110.9,465,0.885,88.5
3.518,13,25.46,1.273,94.3,110.7,504,0.871,87.1
3.547,14,25.45,1.273,94.9,110.0,504,0.875,87.5
3.578,15,25.93,1.297,94.3,109.7,525,0.867,86.7
3.614,16,26.76,1.338,93.5,109.0,559,0.866,86.6
3.644,17,27.29,1.365,93.2,108.8,570,0.879,87.9
3.676,18,27.02,1.351,93.8,108.5,564,0.886,88.6
3.709,19,27.10,1.355,93.9,108.2,570,0.895,89.5
3.740,20,27.73,1.387,93.2,107.9,598,0.893,89.3
3.784,21,27.83,1.391,92.8,108.5,598,0.886,88.6
3.816,22,29.08,1.454,92.3,107.4,640,0.889,88.9
3.848,23,28.58,1.429,92.3,106.7,620,0.887,88.7
3.880,24,29.65,1.483,92.4,106.6,658,0.867,86.7
3.917,25,29.86,1.493,92.3,107.2,674,0.867,86.7
3.947,26,29.35,1.467,92.3,107.8,661,0.876,87.6
3.981,27,29.24,1.462,92.2,107.9,662,0.881,88.1
4.014,28,30.11,1.506,92.5,106.7,684,0.870,87.0
4.045,29,30.43,1.522,92.9,106.3,704,0.847,84.7
4.077,30,30.05,1.503,93.1,106.9,688,0.861,86.1
4.125,0,30.11,1.506,93.2,107.2,694,0.873,87.3
4.138,1,30.11,1.506,93.2,107.2,694,0.873,87.3
4.184,2,29.93,1.496,93.3,107.7,680,0.875,87.5
4.220,3,30.43,1.521,93.2,107.6,694,0.848,84.8
4.254,4,29.93,1.497,92.7,108.6,684,0.885,88.5
4.285,5,29.30,1.465,94.2,109.6,667,0.877,87.7
4.319,6,29.52,1.476,94.0,109.2,674,0.875,87.5
4.349,7,29.74,1.487,93.6,109.6,686,0.877,87.7
4.380,8,29.80,1.490,92.8,109.0,685,0.865,86.5
4.416,9,29.45,1.473,91.6,109.1,677,0.891,89.1
4.444,10,29.93,1.496,91.8,109.6,694,0.888,88.8
4.495,11,30.16,1.508,92.3,108.8,710,0.887,88.7
4.509,12,30.16,1.508,92.3,108.8,710,0.887,88.7
4.522,13,30.77,1.539,91.8,108.9,728,0.879,87.9
4.589,14,31.38,1.569,92.8,107.6,743,0.860,86.0
4.622,15,31.13,1.556,93.2,107.4,735,0.850,85.0
4.654,16,30.90,1.545,94.0,107.1,726,0.863,86.3
4.686,17,31.22,1.561,94.7,107.2,744,0.852,85.2
4.718,18,31.74,1.587,94.8,106.9,755,0.828,82.8
4.748,19,32.13,1.607,94.4,106.5,786,0.834,83.4
4.780,20,32.24,1.612,94.2,106.2,782,0.829,82.9
4.829,21,31.84,1.592,93.7,106.2,767,0.854,85.4
4.862,22,32.56,1.628,94.0,105.5,788,0.855,85.5
4.875,23,32.56,1.628,94.0,105.5,788,0.855,85.5
4.890,24,32.42,1.621,94.5,105.8,792,0.850,85.0
4.924,25,32.15,1.607,94.9,105.9,783,0.840,84.0
4.990,26,32.11,1.606,94.9,106.8,774,0.839,83.9
5.021,27,31.88,1.594,94.3,107.2,766,0.831,83.1
5.053,28,32.29,1.614,93.5,108.1,784,0.838,83.8
5.086,29,31.41,1.570,93.4,108.7,750,0.862,86.2
5.117,0,31.15,1.557,93.8,108.2,730,0.858,85.8
5.149,1,31.19,1.559,94.1,107.6,744,0.833,83.3
5.197,2,31.60,1.580,93.6,107.5,744,0.864,86.4
5.210,3,31.60,1.580,93.6,107.5,744,0.864,86.4
5.225,4,31.37,1.568,93.6,107.8,744,0.851,85.1
5.262,5,31.25,1.563,94.0,107.8,740,0.846,84.6
5.292,6,31.37,1.569,94.3,108.2,742,0.849,84.9
5.324,7,31.11,1.556,93.8,107.8,720,0.837,83.7
5.390,8,30.94,1.547,94.1,107.6,728,0.833,83.3
5.418,9,31.17,1.558,93.3,107.6,735,0.864,86.4
5.454,10,30.75,1.537,92.9,108.2,713,0.857,85.7
5.485,11,30.54,1.527,93.3,107.2,714,0.834,83.4
5.531,12,30.42,1.521,93.3,106.6,700,0.859,85.9
5.566,13,31.51,1.575,94.5,105.6,743,0.854,85.4
5.583,14,31.51,1.575,94.5,105.6,743,0.854,85.4
5.595,15,31.23,1.561,95.8,105.0,740,0.840,84.0
5.627,16,31.84,1.592,96.1,105.0,751,0.818,81.8
5.660,17,31.44,1.572,96.8,105.1,756,0.837,83.7
5.694,18,31.43,1.571,96.8,104.8,736,0.837,83.7
5.723,19,31.47,1.574,95.9,105.4,739,0.805,80.5
5.790,20,31.16,1.558,94.6,107.1,728,0.832,83.2
5.819,21,31.96,1.598,93.9,107.5,764,0.848,84.8
5.856,22,31.74,1.587,94.0,107.9,746,0.841,84.1
5.904,23,32.17,1.609,94.7,106.8,765,0.821,82.1
5.918,24,32.17,1.609,94.7,106.8,765,0.821,82.1
5.936,25,31.87,1.593,96.0,106.3,771,0.822,82.2
5.967,26,32.11,1.606,96.0,105.6,782,0.821,82.1
5.997,27,31.89,1.595,95.5,106.1,776,0.827,82.7
6.026,28,31.82,1.591,95.1,105.9,768,0.854,85.4
6.062,29,32.93,1.646,94.3,105.3,804,0.835,83.5
6.095,30,32.61,1.630,93.3,105.0,796,0.826,82.6
6.124,0,32.51,1.625,93.5,105.8,789,0.841,84.1
6.189,1,32.19,1.610,93.0,105.3,770,0.829,82.9
6.237,2,31.90,1.595,93.2,105.1,770,0.830,83.0
6.269,3,32.08,1.604,92.3,105.5,786,0.847,84.7
6.281,4,32.08,1.604,92.3,105.5,786,0.847,84.7
6.299,5,32.18,1.609,91.9,106.1,781,0.851,85.1
6.333,6,32.57,1.629,91.3,105.8,792,0.841,84.1
6.366,7,32.41,1.621,92.1,105.6,803,0.856,85.6
6.397,8,32.39,1.620,92.4,104.4,787,0.839,83.9
6.429,9,32.55,1.628,93.0,104.1,800,0.843,84.3
6.463,10,32.60,1.630,93.7,104.0,818,0.823,82.3
6.490,11,32.99,1.650,94.2,103.4,828,0.829,82.9
6.526,12,32.81,1.640,95.1,103.8,812,0.825,82.5
6.608,13,32.65,1.633,94.6,105.4,808,0.827,82.7
6.619,14,32.65,1.633,94.6,105.4,808,0.827,82.7
6.632,15,32.59,1.630,93.9,106.3,808,0.839,83.9
6.664,16,33.13,1.656,93.3,106.5,818,0.846,84.6
6.697,17,32.97,1.648,93.6,106.4,802,0.830,83.0
6.728,18,32.70,1.635,94.1,105.8,804,0.844,84.4
6.762,19,32.07,1.603,94.6,105.6,806,0.838,83.8
6.796,20,32.60,1.630,94.0,105.7,820,0.813,81.3
6.831,21,32.67,1.633,94.1,105.4,812,0.844,84.4
6.864,22,32.48,1.624,94.1,105.4,794,0.842,84.2
6.892,23,32.34,1.617,94.7,105.1,794,0.846,84.6
6.943,24,31.84,1.592,95.6,105.2,774,0.838,83.8
6.972,25,32.34,1.617,95.1,105.6,774,0.852,85.2
7.001,26,32.04,1.602,95.7,106.3,786,0.848,84.8
7.033,27,32.36,1.618,96.8,105.5,776,0.837,83.7
7.068,28,31.93,1.596,98.3,105.1,782,0.834,83.4
7.101,29,32.13,1.607,99.9,104.2,786,0.828,82.8
7.134,0,31.70,1.585,101.6,103.8,772,0.849,84.9
7.167,1,32.42,1.621,102.8,103.3,796,0.849,84.9
7.197,2,31.98,1.599,104.1,103.4,775,0.858,85.8
7.229,3,32.45,1.623,105.3,102.8,800,0.863,86.3
7.260,4,31.78,1.589,106.8,101.9,780,0.866,86.6
7.311,5,31.69,1.585,108.4,101.9,777,0.860,86.0
7.341,6,30.90,1.545,109.3,103.7,753,0.865,86.5
7.372,7,30.87,1.544,110.0,104.8,734,0.867,86.7
7.407,8,31.00,1.550,110.0,105.9,751,0.850,85.0
7.436,9,31.16,1.558,109.1,106.4,734,0.857,85.7
7.469,10,31.22,1.561,108.2,107.5,764,0.878,87.8
7.501,11,31.19,1.559,107.3,108.5,755,0.868,86.8
7.531,12,31.38,1.569,107.9,108.2,753,0.839,83.9
7.567,13,30.86,1.543,108.7,107.1,732,0.864,86.4
7.597,14,31.42,1.571,108.7,107.2,754,0.830,83.0
7.628,15,31.89,1.594,108.6,107.3,762,0.840,84.0
7.680,16,31.67,1.584,109.2,107.1,758,0.857,85.7
7.711,17,31.99,1.599,109.4,107.0,780,0.863,86.3
7.743,18,31.56,1.578,109.2,108.0,766,0.856,85.6
7.774,19,31.66,1.583,109.1,109.1,771,0.840,84.0
7.806,20,31.78,1.589,109.2,109.1,766,0.843,84.3
7.838,21,31.35,1.567,109.5,109.3,752,0.864,86.4
7.868,22,30.70,1.535,109.6,109.6,735,0.858,85.8
7.900,23,31.48,1.574,109.0,108.9,754,0.877,87.7
7.935,24,30.90,1.545,108.9,108.9,743,0.854,85.4
7.966,25,30.95,1.547,108.6,108.3,723,0.850,85.0
8.018,26,30.64,1.532,108.5,107.9,704,0.851,85.1
8.046,27,30.73,1.536,108.5,107.0,714,0.853,85.3
8.078,28,30.65,1.533,109.0,106.0,726,0.872,87.2
8.110,29,31.08,1.554,108.1,105.2,729,0.825,82.5
8.142,0,30.40,1.520,107.9,105.4,718,0.862,86.2
8.173,1,30.66,1.533,107.3,105.5,703,0.826,82.6
8.206,2,30.26,1.513,107.8,105.8,696,0.854,85.4
8.237,3,30.74,1.537,108.4,106.5,709,0.833,83.3
8.269,4,30.32,1.516,108.4,107.1,699,0.849,84.9
8.302,5,30.67,1.534,107.7,106.9,716,0.859,85.9
8.332,6,30.83,1.541,107.7,106.2,724,0.822,82.2
8.381,7,29.48,1.474,109.1,106.8,668,0.854,85.4
8.414,8,29.96,1.498,110.0,106.7,692,0.863,86.3
8.445,9,30.03,1.502,110.6,105.9,692,0.850,85.0
8.476,10,30.16,1.508,110.7,104.8,706,0.848,84.8
8.509,11,30.51,1.526,110.1,104.3,725,0.847,84.7
8.539,12,30.36,1.518,109.8,104.7,716,0.845,84.5
8.572,13,31.14,1.557,109.4,105.2,743,0.841,84.1
8.607,14,31.15,1.557,109.1,105.6,750,0.871,87.1
8.638,15,30.95,1.548,109.2,105.6,735,0.845,84.5
8.669,16,31.39,1.569,109.4,105.2,768,0.850,85.0
8.719,17,31.53,1.577,109.4,104.4,770,0.862,86.2
8.748,18,31.69,1.585,109.5,104.0,766,0.856,85.6
8.781,19,31.67,1.583,108.9,104.3,762,0.843,84.3
8.815,20,31.78,1.589,108.8,104.8,782,0.852,85.2
8.847,21,31.29,1.565,108.1,104.8,754,0.857,85.7
8.876,22,31.55,1.578,108.1,104.2,777,0.860,86.0
8.909,23,32.24,1.612,108.8,103.5,806,0.855,85.5
8.941,24,31.69,1.584,109.5,103.8,777,0.860,86.0
8.974,25,31.52,1.576,109.7,104.8,778,0.852,85.2
9.001,26,31.98,1.599,109.2,105.2,774,0.834,83.4
9.034,27,32.25,1.613,108.5,105.8,792,0.840,84.0
9.086,28,32.23,1.612,108.1,107.5,805,0.845,84.5
9.117,29,32.31,1.616,107.4,107.0,790,0.852,85.2
9.150,0,32.80,1.640,106.1,106.6,807,0.847,84.7
9.183,1,32.19,1.609,106.5,107.6,794,0.842,84.2
9.214,2,32.55,1.628,107.1,107.3,814,0.824,82.4
9.248,3,32.05,1.603,107.5,107.7,795,0.835,83.5
9.277,4,32.55,1.627,107.4,105.9,803,0.843,84.3
9.310,5,33.04,1.652,106.9,105.1,826,0.846,84.6
9.342,6,32.41,1.620,106.9,105.4,812,0.853,85.3
9.374,7,32.57,1.628,107.0,105.5,816,0.867,86.7
9.423,8,32.85,1.642,106.5,105.9,834,0.853,85.3
9.455,9,33.02,1.651,105.9,105.5,832,0.833,83.3
9.487,10,33.30,1.665,105.1,105.1,842,0.840,84.0
9.517,11,33.07,1.653,105.1,105.3,828,0.835,83.5
9.546,12,33.30,1.665,104.0,105.9,842,0.832,83.2
9.581,13,32.69,1.634,103.1,106.7,832,0.843,84.3
9.615,14,32.98,1.649,102.1,107.1,812,0.832,83.2
9.645,15,32.67,1.634,101.2,108.8,824,0.834,83.4
9.678,16,32.91,1.646,100.6,109.2,818,0.807,80.7
9.710,17,32.98,1.649,101.0,108.7,829,0.839,83.9
9.743,18,33.13,1.656,101.8,108.8,834,0.823,82.3
9.791,19,33.15,1.658,102.4,107.5,830,0.811,81.1
9.821,20,33.16,1.658,102.3,107.1,829,0.827,82.7
9.854,21,33.02,1.651,102.5,106.6,828,0.861,86.1
9.887,22,33.01,1.651,102.3,107.1,818,0.837,83.7
9.919,23,33.12,1.656,101.9,107.9,836,0.826,82.6
9.952,24,33.37,1.669,101.3,108.9,826,0.827,82.7
9.982,25,32.74,1.637,101.9,108.9,807,0.847,84.7
10.015,26,32.75,1.637,102.8,109.4,814,0.820,82.0
10.046,27,33.43,1.672,103.3,109.0,842,0.840,84.0
10.076,28,32.53,1.627,103.6,110.4,810,0.820,82.0
10.128,29,32.22,1.611,104.0,110.4,804,0.847,84.7
10.158,0,32.80,1.640,104.0,108.8,822,0.845,84.5
10.191,1,33.08,1.654,103.4,108.4,827,0.825,82.5
10.222,2,33.25,1.662,102.7,108.6,824,0.830,83.0
10.255,3,32.25,1.612,102.8,109.2,786,0.848,84.8
10.287,4,31.84,1.592,102.8,109.9,792,0.823,82.3
10.319,5,32.14,1.607,102.6,109.8,778,0.825,82.5
10.351,6,31.95,1.597,102.3,109.9,768,0.832,83.2
10.381,7,31.67,1.583,102.6,109.6,764,0.837,83.7
10.416,8,31.70,1.585,102.5,109.2,764,0.854,85.4
10.448,9,31.51,1.575,102.3,109.2,756,0.818,81.8
10.494,10,31.77,1.588,101.6,108.4,752,0.832,83.2
10.510,11,31.77,1.588,101.6,108.4,752,0.832,83.2
10.525,12,32.01,1.600,102.0,107.4,759,0.840,84.0
10.591,13,31.64,1.582,103.8,106.5,767,0.823,82.3
10.621,14,31.53,1.576,104.5,106.3,758,0.830,83.0
10.656,15,30.93,1.546,105.5,106.8,744,0.845,84.5
10.685,16,31.94,1.597,105.3,106.2,768,0.850,85.0
10.714,17,32.26,1.613,104.5,105.7,760,0.820,82.0
10.749,18,31.94,1.597,104.6,106.6,770,0.829,82.9
10.781,19,31.36,1.568,105.2,107.0,764,0.868,86.8
10.814,20,31.27,1.563,105.1,106.6,742,0.843,84.3
10.857,21,32.19,1.609,105.4,106.6,768,0.831,83.1
10.868,22,32.19,1.609,105.4,106.6,768,0.831,83.1
10.891,23,31.35,1.568,104.8,107.2,763,0.831,83.1
10.921,24,31.84,1.592,103.8,108.3,781,0.833,83.3
10.985,25,32.20,1.610,105.1,110.0,790,0.839,83.9
11.019,26,32.49,1.624,105.2,110.7,794,0.824,82.4
