timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
2.370,4,26.12,9.103,127.6,90.8,522,0.784,78.4
2.405,5,26.39,9.196,127.6,90.5,526,0.739,73.9
2.434,6,25.25,8.800,127.5,89.7,488,0.811,81.1
2.469,7,24.58,8.566,127.0,89.9,458,0.728,72.8
2.535,8,23.16,8.071,126.7,91.2,403,0.799,79.9
2.564,9,22.59,7.872,126.1,90.5,382,0.803,80.3
2.613,10,21.63,7.535,125.9,89.9,354,0.749,74.9
2.628,11,21.63,7.535,125.9,89.9,354,0.749,74.9
2.642,12,21.21,7.391,125.6,90.7,346,0.833,83.3
2.677,13,21.10,7.350,126.3,90.8,330,0.745,74.5
2.707,14,20.14,7.016,126.1,90.2,302,0.783,78.3
2.739,15,21.10,7.351,126.0,90.4,344,0.780,78.0
2.772,16,20.91,7.285,125.5,90.0,322,0.764,76.4
3.684,11,20.76,7.234,128.4,89.7,318,0.786,78.6
3.718,12,19.91,6.937,128.4,90.1,310,0.837,83.7
3.748,13,20.23,7.050,128.2,90.2,314,0.762,76.2
3.778,14,20.52,7.148,129.0,89.3,318,0.852,85.2
3.811,15,20.80,7.247,129.2,89.1,322,0.834,83.4
3.844,16,22.38,7.796,128.9,89.3,376,0.762,76.2
3.875,17,22.46,7.827,128.7,89.4,381,0.756,75.6
3.905,18,22.63,7.886,128.3,89.5,389,0.848,84.8
3.938,19,22.03,7.675,128.6,89.7,366,0.816,81.6
3.973,20,23.11,8.054,129.4,89.1,398,0.806,80.6
4.022,21,24.41,8.505,128.8,89.2,445,0.785,78.5
4.052,22,24.01,8.366,129.6,89.8,437,0.786,78.6
4.084,23,23.38,8.146,129.1,89.7,414,0.827,82.7
4.116,24,24.22,8.439,129.8,89.3,444,0.786,78.6
4.149,25,24.62,8.579,128.8,89.3,463,0.800,80.0
4.179,26,25.31,8.818,128.8,89.0,473,0.746,74.6
4.210,27,24.90,8.677,128.3,89.6,476,0.789,78.9
4.243,28,26.04,9.073,128.9,89.7,516,0.774,77.4
4.276,29,25.56,8.905,126.1,91.4,494,0.764,76.4
4.304,0,25.28,8.807,126.2,91.8,489,0.786,78.6
4.353,1,30.04,10.466,126.7,89.6,649,0.640,64.0
4.420,3,27.51,9.584,126.8,90.3,570,0.768,76.8
4.451,4,26.22,9.137,127.1,90.8,532,0.773,77.3
4.485,5,27.32,9.520,127.3,90.8,560,0.719,71.9
4.515,6,27.07,9.432,128.0,90.0,547,0.805,80.5
4.550,7,27.23,9.489,127.8,90.4,565,0.769,76.9
4.579,8,27.18,9.471,127.6,90.9,568,0.727,72.7
4.611,9,27.67,9.642,127.3,91.7,580,0.728,72.8
4.643,10,26.97,9.398,126.7,91.1,544,0.786,78.6
4.677,11,25.82,8.995,127.4,90.1,512,0.835,83.5
4.726,12,26.82,9.344,128.1,90.2,549,0.799,79.9
4.755,13,27.43,9.556,128.6,90.5,561,0.796,79.6
4.784,14,26.07,9.085,128.5,90.7,516,0.819,81.9
4.818,15,27.57,9.607,127.6,91.0,588,0.764,76.4
4.852,16,27.40,9.546,127.9,89.9,550,0.786,78.6
4.880,17,26.99,9.405,127.6,90.2,564,0.801,80.1
4.912,18,26.66,9.290,127.2,90.6,534,0.812,81.2
4.944,19,26.35,9.180,128.0,90.7,522,0.784,78.4
4.976,20,26.91,9.376,128.0,90.6,554,0.739,73.9
5.008,21,26.74,9.318,128.6,90.4,536,0.766,76.6
5.039,22,26.23,9.139,128.6,90.1,526,0.830,83.0
5.088,23,26.94,9.387,128.3,90.6,550,0.830,83.0
5.120,24,27.42,9.554,128.3,90.5,572,0.769,76.9
5.152,25,26.00,9.059,128.1,89.7,518,0.817,81.7
5.183,26,27.39,9.543,127.7,90.0,581,0.819,81.9
5.215,27,27.79,9.682,129.0,89.6,578,0.782,78.2
5.247,28,27.57,9.606,128.8,89.2,580,0.767,76.7
5.280,29,26.63,9.280,129.5,89.3,542,0.807,80.7
5.316,0,26.98,9.401,130.0,88.3,550,0.787,78.7
5.348,1,26.55,9.251,130.9,88.3,544,0.792,79.2
5.379,2,25.92,9.032,130.2,87.5,523,0.812,81.2
5.429,3,25.72,8.962,128.8,87.2,514,0.833,83.3
5.460,4,26.12,9.102,128.0,87.5,520,0.832,83.2
5.491,5,25.18,8.773,128.5,86.6,487,0.789,78.9
5.521,6,26.26,9.150,128.4,86.6,523,0.735,73.5
5.558,7,26.95,9.389,128.7,86.5,550,0.765,76.5
5.586,8,26.03,9.069,128.6,87.2,520,0.722,72.2
5.621,9,25.96,9.047,128.9,86.8,510,0.846,84.6
5.651,10,26.86,9.359,128.0,87.5,548,0.795,79.5
5.683,11,27.30,9.511,128.2,88.0,556,0.786,78.6
5.718,12,26.74,9.316,128.2,87.8,550,0.834,83.4
5.749,13,27.08,9.437,128.3,87.9,558,0.775,77.5
5.795,14,27.41,9.550,128.4,87.9,572,0.812,81.2
5.829,15,27.21,9.482,129.0,87.7,565,0.743,74.3
5.859,16,28.09,9.787,128.8,86.9,602,0.751,75.1
6.050,22,30.13,10.499,128.1,85.1,680,0.634,63.4
6.083,23,28.72,10.007,128.6,85.2,613,0.652,65.2
6.132,24,27.27,9.502,128.2,85.2,570,0.735,73.5
6.166,25,26.51,9.236,128.0,85.3,536,0.798,79.8
6.196,26,27.60,9.618,127.7,85.6,583,0.775,77.5
6.229,27,27.26,9.499,127.3,85.5,546,0.745,74.5
6.258,28,27.26,9.498,126.9,85.3,562,0.713,71.3
6.295,29,26.69,9.298,126.9,85.3,544,0.797,79.7
6.324,0,27.20,9.476,127.6,85.9,560,0.809,80.9
6.355,1,27.63,9.627,127.3,85.4,586,0.782,78.2
6.387,2,27.15,9.460,127.5,85.1,552,0.736,73.6
6.419,3,26.78,9.331,127.7,86.1,554,0.792,79.2
6.451,4,26.17,9.117,128.0,86.3,517,0.753,75.3
6.496,5,26.47,9.222,127.3,86.7,531,0.789,78.9
6.528,6,26.78,9.331,127.3,86.5,538,0.823,82.3
6.560,7,27.96,9.742,127.0,85.3,588,0.777,77.7
6.592,8,27.05,9.426,127.4,85.6,549,0.828,82.8
6.626,9,26.62,9.274,127.1,85.2,534,0.758,75.8
6.659,10,27.40,9.548,127.0,85.1,560,0.741,74.1
6.695,11,26.80,9.337,127.1,84.8,538,0.764,76.4
6.721,12,26.94,9.386,126.9,84.5,558,0.693,69.3
6.758,13,27.19,9.474,127.2,85.0,574,0.804,80.4
6.787,14,26.77,9.326,127.2,84.8,536,0.778,77.8
6.837,15,26.79,9.334,127.1,84.4,547,0.856,85.6
6.866,16,26.17,9.117,126.8,84.9,526,0.783,78.3
6.881,17,26.17,9.117,126.8,84.9,526,0.783,78.3
6.931,18,25.73,8.965,126.3,84.5,496,0.762,76.2
6.964,19,25.74,8.968,126.3,85.0,504,0.831,83.1
6.995,20,25.76,8.975,126.5,84.7,506,0.721,72.1
7.029,21,25.34,8.830,127.2,84.4,488,0.781,78.1
7.059,22,26.34,9.178,126.7,84.6,506,0.768,76.8
7.089,23,26.41,9.201,127.5,84.1,522,0.766,76.6
7.125,24,26.63,9.279,127.4,86.1,546,0.762,76.2
7.156,25,26.24,9.144,127.4,85.9,518,0.771,77.1
7.204,26,26.68,9.297,128.5,86.4,528,0.670,67.0
7.217,27,26.68,9.297,128.5,86.4,528,0.670,67.0
7.237,28,26.60,9.270,128.5,86.1,525,0.715,71.5
7.266,29,26.42,9.205,128.6,86.5,536,0.794,79.4
7.334,30,26.40,9.199,127.6,86.6,525,0.807,80.7
7.362,0,25.70,8.954,128.2,86.3,508,0.750,75.0
7.397,1,26.81,9.341,128.3,86.6,554,0.751,75.1
7.429,2,26.65,9.285,128.5,86.3,552,0.807,80.7
7.460,3,26.75,9.320,128.3,86.6,546,0.792,79.2
7.493,4,26.19,9.124,128.5,86.7,526,0.750,75.0
7.538,5,27.35,9.528,130.4,88.9,568,0.778,77.8
7.571,6,26.99,9.405,131.4,87.6,560,0.809,80.9
7.583,7,26.99,9.405,131.4,87.6,560,0.809,80.9
7.602,8,26.89,9.371,131.4,88.3,548,0.749,74.9
7.635,9,25.21,8.784,131.0,88.2,490,0.776,77.6
7.668,10,25.52,8.893,129.8,88.5,498,0.782,78.2
7.734,11,25.60,8.920,129.2,88.5,497,0.731,73.1
7.762,12,26.54,9.247,129.3,87.7,535,0.801,80.1
7.797,13,27.58,9.611,130.1,88.8,546,0.728,72.8
7.827,14,26.15,9.111,131.1,87.8,526,0.760,76.0
7.858,15,27.15,9.461,131.5,88.2,564,0.734,73.4
7.911,16,26.37,9.188,132.3,88.0,536,0.820,82.0
7.925,17,26.37,9.188,132.3,88.0,536,0.820,82.0
7.939,18,25.84,9.005,132.2,87.5,509,0.818,81.8
7.969,19,26.59,9.265,133.6,86.9,530,0.769,76.9
8.006,20,26.16,9.114,134.1,86.2,518,0.817,81.7
8.033,21,25.46,8.870,134.7,86.2,497,0.770,77.0
8.132,23,25.87,9.013,131.0,83.7,505,0.704,70.4
8.163,24,25.75,8.973,131.0,82.8,498,0.746,74.6
8.196,25,25.37,8.841,131.1,82.9,492,0.817,81.7
8.245,26,24.56,8.557,131.3,82.7,462,0.783,78.3
8.275,27,25.50,8.886,131.3,82.8,489,0.730,73.0
8.287,28,25.50,8.886,131.3,82.8,489,0.730,73.0
8.305,29,26.33,9.175,131.2,82.8,515,0.744,74.4
8.340,30,25.62,8.926,130.6,83.6,500,0.744,74.4
8.372,0,25.50,8.884,130.8,83.6,487,0.727,72.7
8.405,1,25.57,8.910,130.9,83.8,497,0.790,79.0
8.434,2,24.53,8.546,130.1,83.5,446,0.768,76.8
8.468,3,25.24,8.793,130.7,83.4,470,0.787,78.7
8.532,4,25.00,8.709,129.4,83.9,474,0.780,78.0
8.563,5,25.76,8.974,129.8,84.0,490,0.750,75.0
8.612,6,24.93,8.686,131.6,83.6,470,0.770,77.0
8.626,7,24.93,8.686,131.6,83.6,470,0.770,77.0
8.642,8,24.81,8.645,131.7,83.1,466,0.783,78.3
8.676,9,26.20,9.130,131.9,83.3,515,0.812,81.2
8.707,10,24.98,8.705,132.0,83.7,479,0.799,79.9
8.738,11,24.81,8.643,132.2,82.8,456,0.706,70.6
8.772,12,26.00,9.058,131.7,82.2,495,0.686,68.6
8.804,13,24.42,8.508,132.2,82.3,460,0.715,71.5
8.836,14,25.06,8.733,132.3,82.0,476,0.748,74.8
8.868,15,23.42,8.161,132.0,82.0,422,0.755,75.5
8.931,16,25.83,8.998,132.5,82.5,508,0.782,78.2
8.979,17,25.16,8.766,132.5,83.0,482,0.760,76.0
8.991,18,25.16,8.766,132.5,83.0,482,0.760,76.0
9.011,19,25.52,8.893,131.6,83.2,481,0.726,72.6
9.043,20,25.09,8.741,131.8,83.3,483,0.768,76.8
9.075,21,25.22,8.786,134.3,83.2,482,0.801,80.1
9.107,22,25.39,8.848,134.4,83.2,492,0.840,84.0
9.140,23,25.16,8.765,135.2,82.9,483,0.797,79.7
9.172,24,24.83,8.653,135.3,83.0,467,0.742,74.2
9.204,25,24.77,8.629,134.3,83.3,472,0.770,77.0
9.236,26,25.11,8.750,133.5,83.1,478,0.745,74.5
9.268,27,25.35,8.833,133.8,83.3,495,0.796,79.6
9.317,28,25.51,8.889,133.8,82.5,496,0.807,80.7
9.349,29,24.83,8.651,134.0,82.7,472,0.853,85.3
9.379,0,24.99,8.708,134.1,82.1,478,0.799,79.9
9.413,1,25.54,8.898,134.1,82.1,490,0.715,71.5
9.445,2,25.96,9.044,135.0,82.0,520,0.775,77.5
9.472,3,26.15,9.111,135.1,82.3,524,0.791,79.1
9.507,4,25.17,8.771,135.2,82.5,486,0.802,80.2
9.541,5,26.78,9.332,134.4,82.1,549,0.755,75.5
9.571,6,26.36,9.186,133.9,81.9,538,0.761,76.1
9.605,7,26.76,9.323,133.9,82.1,544,0.783,78.3
9.636,8,26.80,9.338,133.7,82.5,556,0.772,77.2
9.685,9,27.08,9.436,134.9,81.9,550,0.739,73.9
9.716,10,25.12,8.753,139.4,82.9,480,0.790,79.0
9.748,11,25.80,8.990,139.9,82.7,496,0.807,80.7
9.779,12,24.37,8.492,139.4,83.3,447,0.767,76.7
9.813,13,26.06,9.079,139.3,83.7,520,0.809,80.9
9.844,14,25.64,8.935,140.1,83.3,504,0.801,80.1
9.877,15,25.73,8.967,140.5,83.1,500,0.825,82.5
9.908,16,24.93,8.686,140.7,82.3,476,0.786,78.6
9.938,17,25.35,8.834,140.8,82.9,494,0.835,83.5
9.973,18,25.31,8.818,140.4,83.0,490,0.759,75.9
10.021,19,25.78,8.982,140.6,83.2,508,0.777,77.7
10.054,20,25.89,9.022,140.6,82.8,510,0.757,75.7
10.081,21,25.90,9.025,140.1,83.4,513,0.755,75.5
10.114,22,26.39,9.193,139.6,83.2,538,0.792,79.2
10.149,23,26.47,9.222,138.9,84.0,532,0.779,77.9
10.179,24,26.44,9.212,139.0,83.7,530,0.771,77.1
10.213,25,26.85,9.354,138.8,84.0,554,0.826,82.6
10.242,26,25.47,8.875,139.5,83.5,498,0.768,76.8
10.275,27,24.87,8.665,140.5,83.3,472,0.764,76.4
10.307,28,26.27,9.154,140.9,83.3,520,0.788,78.8
10.339,29,27.82,9.695,134.9,84.8,574,0.722,72.2
10.387,30,28.38,9.888,134.4,85.1,612,0.763,76.3
10.419,0,27.96,9.742,133.9,85.2,600,0.800,80.0
10.453,1,27.30,9.513,134.0,85.3,570,0.754,75.4
10.480,2,27.79,9.682,134.3,85.6,598,0.755,75.5
10.514,3,28.54,9.945,133.7,85.8,614,0.784,78.4
10.549,4,28.05,9.773,133.7,86.0,596,0.766,76.6
10.578,5,27.10,9.441,134.3,85.5,564,0.776,77.6
10.612,6,27.95,9.738,136.0,84.6,602,0.739,73.9
10.643,7,27.14,9.457,136.9,83.4,552,0.689,68.9
10.677,8,26.77,9.329,137.4,83.0,552,0.761,76.1
10.727,9,27.70,9.651,138.5,86.0,586,0.731,73.1
10.755,10,27.61,9.621,138.6,86.0,580,0.730,73.0
10.788,11,26.64,9.283,137.7,86.0,541,0.762,76.2
10.819,12,25.91,9.026,138.0,86.0,510,0.766,76.6
10.851,13,26.45,9.214,138.3,86.2,524,0.786,78.6
10.882,14,25.97,9.048,138.2,85.7,510,0.808,80.8
10.916,15,25.28,8.808,138.3,86.3,483,0.828,82.8
10.949,16,26.81,9.340,138.3,85.9,550,0.706,70.6
10.979,17,25.46,8.872,138.1,86.6,492,0.774,77.4
11.012,18,25.73,8.965,137.5,86.1,510,0.825,82.5
