timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
7.924,30,27.18,9.472,102.3,88.1,556,0.844,84.4
7.955,0,25.02,8.716,102.5,88.2,470,0.849,84.9
7.987,1,25.42,8.858,102.7,88.8,478,0.783,78.3
8.020,2,25.04,8.724,102.1,88.5,474,0.809,80.9
8.050,3,25.95,9.041,101.7,88.4,502,0.855,85.5
8.101,4,25.22,8.786,100.9,87.8,480,0.846,84.6
8.116,5,25.22,8.786,100.9,87.8,480,0.846,84.6
8.128,6,25.09,8.742,102.0,88.4,473,0.775,77.5
8.163,7,26.27,9.153,102.7,87.5,520,0.868,86.8
8.196,8,25.89,9.019,101.8,87.0,498,0.827,82.7
8.226,9,25.73,8.966,101.9,87.4,508,0.806,80.6
8.260,10,25.87,9.016,101.1,87.3,513,0.863,86.3
8.325,11,25.12,8.751,100.8,88.8,482,0.806,80.6
8.356,12,25.52,8.893,100.6,88.2,505,0.850,85.0
8.386,13,25.43,8.859,100.7,87.9,500,0.837,83.7
8.436,14,25.18,8.775,100.8,87.9,475,0.686,68.6
8.465,15,26.15,9.113,101.1,87.7,505,0.843,84.3
8.480,16,26.15,9.113,101.1,87.7,505,0.843,84.3
8.497,17,26.18,9.121,101.4,87.4,515,0.843,84.3
8.530,18,26.23,9.140,100.8,87.5,520,0.836,83.6
8.565,19,25.77,8.979,100.6,88.4,508,0.828,82.8
8.595,20,25.94,9.037,100.7,88.0,520,0.846,84.6
8.627,21,26.66,9.291,100.2,87.7,544,0.841,84.1
8.660,22,26.12,9.102,100.9,88.0,531,0.853,85.3
8.725,23,26.32,9.172,102.3,87.6,529,0.828,82.8
8.755,24,26.24,9.143,102.5,87.7,515,0.843,84.3
8.804,25,27.58,9.609,102.0,87.8,572,0.820,82.0
8.820,26,27.58,9.609,102.0,87.8,572,0.820,82.0
8.832,27,25.98,9.051,100.8,88.6,520,0.862,86.2
8.864,28,25.70,8.956,99.9,88.8,506,0.792,79.2
8.899,29,25.79,8.986,99.5,88.8,482,0.765,76.5
8.932,30,26.83,9.349,99.9,88.6,542,0.865,86.5
8.963,0,26.56,9.253,100.5,88.1,538,0.802,80.2
8.994,1,26.55,9.249,101.3,87.7,536,0.820,82.0
9.027,2,26.47,9.222,102.0,87.8,536,0.835,83.5
9.058,3,26.72,9.310,103.0,88.6,532,0.827,82.7
9.142,4,26.00,9.060,103.0,89.0,513,0.824,82.4
9.172,5,26.22,9.136,102.5,89.4,524,0.827,82.7
9.187,6,26.22,9.136,102.5,89.4,524,0.827,82.7
9.201,7,26.25,9.145,102.6,90.0,522,0.878,87.8
9.236,8,26.55,9.250,101.6,88.9,537,0.825,82.5
9.265,9,26.04,9.073,101.2,88.3,512,0.851,85.1
9.299,10,25.80,8.989,101.8,87.9,502,0.841,84.1
9.329,11,26.13,9.105,102.6,88.0,518,0.848,84.8
9.362,12,26.19,9.124,102.2,88.0,518,0.832,83.2
9.395,13,26.66,9.290,102.0,88.2,539,0.793,79.3
9.425,14,26.52,9.240,102.1,88.0,538,0.837,83.7
9.459,15,26.60,9.267,101.7,88.1,532,0.871,87.1
9.508,16,26.04,9.073,101.9,88.2,522,0.827,82.7
9.540,17,26.72,9.310,102.2,87.9,546,0.814,81.4
9.572,18,26.97,9.398,102.3,87.8,545,0.838,83.8
9.603,19,26.53,9.243,102.3,88.2,544,0.874,87.4
9.635,20,27.52,9.587,101.8,88.5,562,0.869,86.9
9.668,21,26.62,9.274,102.2,88.3,538,0.869,86.9
9.699,22,25.86,9.011,102.2,88.6,522,0.878,87.8
9.731,23,25.52,8.893,102.0,88.0,488,0.830,83.0
9.764,24,25.55,8.903,101.5,87.8,494,0.860,86.0
9.796,25,25.79,8.986,103.1,88.2,502,0.818,81.8
9.843,26,26.22,9.137,103.2,87.3,532,0.843,84.3
9.875,27,26.00,9.058,103.1,87.2,506,0.851,85.1
9.905,28,25.12,8.752,103.8,88.0,486,0.830,83.0
9.940,29,25.54,8.898,103.4,88.0,500,0.829,82.9
9.971,0,25.79,8.987,102.9,88.5,504,0.814,81.4
10.001,1,26.03,9.070,103.4,88.4,522,0.817,81.7
10.032,2,26.35,9.182,103.8,87.6,530,0.858,85.8
10.066,3,25.60,8.921,103.8,88.2,490,0.858,85.8
10.099,4,25.88,9.017,103.8,87.7,514,0.882,88.2
10.129,5,25.57,8.910,104.1,87.3,490,0.812,81.2
10.163,6,25.83,9.001,104.3,86.9,501,0.827,82.7
10.207,7,24.82,8.647,104.1,87.7,467,0.847,84.7
10.243,8,24.99,8.708,104.0,88.0,478,0.855,85.5
10.275,9,25.02,8.717,103.6,87.0,466,0.825,82.5
10.308,10,25.20,8.780,104.1,87.2,482,0.811,81.1
10.339,11,24.85,8.660,103.6,87.2,476,0.869,86.9
10.372,12,24.71,8.611,103.1,87.0,466,0.799,79.9
10.403,13,25.11,8.751,103.1,87.1,470,0.839,83.9
10.436,14,25.41,8.852,103.5,87.2,482,0.837,83.7
10.466,15,25.61,8.924,103.0,86.8,508,0.855,85.5
10.499,16,25.36,8.835,103.6,86.8,488,0.848,84.8
10.531,17,25.16,8.767,103.6,86.6,486,0.895,89.5
10.580,18,25.70,8.955,103.5,86.1,501,0.827,82.7
10.610,19,24.98,8.703,103.3,86.4,475,0.815,81.5
10.643,20,25.91,9.027,103.2,85.5,513,0.840,84.0
10.675,21,26.03,9.071,103.3,85.5,513,0.803,80.3
10.706,22,25.54,8.898,103.3,85.7,496,0.829,82.9
10.741,23,26.23,9.139,103.1,84.9,531,0.831,83.1
10.772,24,22.35,7.789,103.9,89.3,337,0.732,73.2
10.916,28,22.61,7.878,106.3,87.5,358,0.747,74.7
10.949,29,25.88,9.017,104.9,85.0,509,0.847,84.7
10.979,0,26.69,9.299,103.9,84.1,546,0.798,79.8
11.011,1,27.11,9.445,104.1,83.3,540,0.812,81.2
