timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
4.672,15,37.27,12.987,122.7,94.6,1031,0.741,74.1
4.678,16,37.27,12.987,122.7,94.6,1031,0.741,74.1
4.767,18,37.02,12.900,121.4,94.4,983,0.650,65.0
4.801,19,38.88,13.546,121.0,95.3,1105,0.663,66.3
4.831,20,35.68,12.431,121.7,95.7,927,0.682,68.2
4.896,22,37.30,12.997,123.7,93.9,1034,0.697,69.7
5.168,30,38.82,13.527,122.4,93.0,1128,0.682,68.2
5.232,1,37.89,13.201,124.6,91.5,1014,0.645,64.5
5.263,2,38.03,13.252,124.2,93.0,1068,0.758,75.8
5.327,4,38.58,13.443,123.3,92.3,1022,0.616,61.6
5.405,6,38.73,13.494,125.4,93.3,1113,0.679,67.9
5.412,7,38.73,13.494,125.4,93.3,1113,0.679,67.9
5.437,8,38.87,13.544,124.2,91.2,1106,0.680,68.0
5.503,10,39.58,13.791,127.1,90.0,1068,0.647,64.7
5.599,12,41.27,14.381,124.1,93.4,1298,0.650,65.0
5.743,16,38.36,13.366,125.4,92.9,1068,0.729,72.9
5.751,17,38.36,13.366,125.4,92.9,1068,0.729,72.9
6.079,26,39.19,13.655,124.3,91.9,1068,0.635,63.5
6.142,29,38.05,13.258,125.6,91.2,1006,0.643,64.3
6.175,30,37.14,12.940,125.3,91.0,1025,0.662,66.2
6.445,6,42.70,14.878,127.0,87.6,1318,0.608,60.8
6.448,7,42.70,14.878,127.0,87.6,1318,0.608,60.8
6.539,10,42.25,14.721,124.9,90.7,1304,0.630,63.0
6.671,14,40.30,14.043,126.2,90.4,1204,0.695,69.5
6.702,15,41.32,14.396,126.6,89.9,1237,0.648,64.8
6.782,16,38.85,13.538,127.2,90.5,1131,0.671,67.1
6.814,17,41.45,14.443,127.8,90.4,1262,0.686,68.6
6.818,18,41.45,14.443,127.8,90.4,1262,0.686,68.6
7.246,1,41.46,14.446,124.2,91.0,1238,0.627,62.7
7.279,2,42.58,14.836,124.5,91.7,1342,0.675,67.5
7.648,13,41.02,14.294,126.0,92.4,1247,0.603,60.3
7.712,15,41.16,14.342,123.9,94.7,1256,0.654,65.4
7.777,17,44.78,15.602,123.6,91.2,1460,0.642,64.2
7.887,20,43.85,15.279,125.3,92.2,1384,0.638,63.8
7.918,21,42.48,14.802,125.1,91.9,1294,0.600,60.0
7.983,23,41.51,14.465,126.0,92.7,1246,0.606,60.6
8.415,6,41.05,14.304,125.8,92.3,1240,0.692,69.2
8.591,11,44.74,15.589,125.0,90.8,1490,0.670,67.0
8.688,14,42.04,14.648,124.1,93.3,1336,0.715,71.5
8.752,16,40.70,14.180,123.7,94.7,1235,0.683,68.3
8.781,17,44.45,15.488,123.5,91.3,1481,0.666,66.6
9.023,24,41.34,14.404,125.7,92.2,1232,0.638,63.8
9.455,6,45.95,16.010,124.3,90.2,1588,0.714,71.4
9.886,19,42.79,14.908,124.1,94.4,1361,0.642,64.2
10.159,27,41.79,14.559,125.2,92.6,1255,0.652,65.2
10.190,28,41.72,14.537,125.6,93.8,1258,0.617,61.7
10.286,1,42.48,14.803,124.8,91.5,1340,0.609,60.9
10.863,18,44.81,15.614,124.9,86.1,1454,0.640,64.0
10.927,20,39.42,13.735,124.8,88.6,1146,0.683,68.3
10.959,21,42.93,14.957,123.9,88.1,1396,0.657,65.7
10.989,22,41.29,14.388,123.1,87.5,1260,0.645,64.5
