timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
1.006,30,26.64,9.281,127.3,93.6,550,0.872,87.2
1.055,0,26.70,9.303,127.4,93.3,549,0.859,85.9
1.085,1,26.64,9.283,127.4,93.9,545,0.853,85.3
1.117,2,26.36,9.186,127.0,94.7,540,0.826,82.6
1.149,3,26.07,9.082,127.2,95.3,518,0.854,85.4
1.183,4,26.20,9.130,127.8,95.1,527,0.863,86.3
1.215,5,25.64,8.934,127.8,94.9,504,0.875,87.5
1.246,6,25.50,8.884,128.0,95.0,508,0.867,86.7
1.277,7,25.06,8.730,128.3,94.5,486,0.861,86.1
1.310,8,25.27,8.806,128.9,94.2,494,0.847,84.7
1.342,9,25.26,8.802,129.9,93.7,496,0.863,86.3
1.392,10,24.90,8.677,130.6,93.5,484,0.864,86.4
1.425,11,24.91,8.678,131.3,93.4,480,0.850,85.0
1.456,12,25.42,8.856,131.2,93.2,498,0.895,89.5
1.488,13,25.56,8.908,130.3,92.9,500,0.838,83.8
1.519,14,25.00,8.712,129.0,92.7,478,0.860,86.0
1.553,15,25.49,8.881,128.2,89.8,502,0.841,84.1
1.581,16,25.73,8.967,128.0,89.5,510,0.875,87.5
1.619,17,25.62,8.925,128.2,89.4,501,0.876,87.6
1.646,18,25.38,8.842,128.2,89.5,498,0.871,87.1
1.680,19,25.24,8.795,128.1,89.4,490,0.857,85.7
1.712,20,25.27,8.805,128.1,89.3,492,0.898,89.8
1.756,21,25.16,8.767,128.0,89.4,488,0.853,85.3
1.789,22,24.91,8.680,127.4,89.8,479,0.861,86.1
1.822,23,24.70,8.606,127.1,89.8,469,0.860,86.0
1.854,24,24.60,8.572,127.2,89.8,469,0.885,88.5
1.887,25,24.75,8.624,127.0,89.7,472,0.849,84.9
1.916,26,24.58,8.566,127.1,89.6,462,0.878,87.8
1.951,27,24.86,8.663,127.2,89.2,478,0.871,87.1
1.983,28,24.96,8.698,127.2,90.0,480,0.863,86.3
2.013,29,24.95,8.692,126.7,90.5,483,0.868,86.8
2.049,0,24.59,8.568,126.3,90.8,472,0.860,86.0
2.095,1,24.67,8.596,126.7,91.1,470,0.858,85.8
2.129,2,24.95,8.695,126.8,90.4,482,0.878,87.8
2.158,3,24.92,8.683,126.9,90.0,479,0.861,86.1
2.192,4,25.02,8.717,126.7,89.9,489,0.862,86.2
2.224,5,25.33,8.825,126.9,90.0,490,0.870,87.0
2.256,6,24.97,8.702,127.2,89.5,480,0.892,89.2
2.289,7,25.21,8.783,127.2,89.4,494,0.854,85.4
2.318,8,24.91,8.679,127.0,89.7,476,0.845,84.5
2.351,9,24.60,8.570,126.4,89.7,467,0.857,85.7
2.382,10,23.15,8.068,125.4,89.9,406,0.891,89.1
2.415,11,22.61,7.878,125.0,90.1,394,0.859,85.9
2.466,12,21.60,7.526,125.2,90.1,362,0.847,84.7
2.492,13,20.87,7.271,125.7,90.2,334,0.879,87.9
2.530,14,20.84,7.261,126.5,89.7,322,0.898,89.8
3.599,17,20.06,6.991,124.2,87.7,310,0.882,88.2
3.665,18,20.44,7.121,123.9,88.0,324,0.845,84.5
3.696,19,21.59,7.522,124.3,87.9,352,0.859,85.9
3.727,20,21.08,7.346,124.3,87.6,344,0.848,84.8
3.764,21,21.80,7.596,124.5,87.4,360,0.911,91.1
3.791,22,21.80,7.597,124.3,87.6,370,0.844,84.4
3.825,23,22.35,7.787,124.2,88.2,385,0.885,88.5
3.873,24,22.48,7.833,123.8,89.0,384,0.870,87.0
3.906,25,22.55,7.857,123.8,89.0,392,0.866,86.6
3.923,26,22.55,7.857,123.8,89.0,392,0.866,86.6
3.936,27,23.13,8.059,124.1,88.5,406,0.872,87.2
3.967,28,23.02,8.020,124.5,88.3,408,0.858,85.8
4.000,29,23.33,8.128,124.5,88.0,418,0.860,86.0
4.066,30,23.65,8.241,124.9,87.4,431,0.837,83.7
4.094,0,23.62,8.231,125.1,87.3,428,0.867,86.7
4.127,1,23.95,8.346,124.7,87.5,444,0.881,88.1
4.161,2,24.32,8.474,124.1,87.3,457,0.880,88.0
4.190,3,24.09,8.392,123.8,87.6,442,0.856,85.6
4.242,4,24.59,8.567,123.6,87.6,469,0.843,84.3
4.256,5,24.59,8.567,123.6,87.6,469,0.843,84.3
4.268,6,24.69,8.601,123.2,88.0,470,0.858,85.8
4.303,7,24.71,8.611,123.6,89.9,470,0.856,85.6
4.336,8,25.23,8.790,124.0,89.8,492,0.855,85.5
4.366,9,24.72,8.615,124.4,89.6,478,0.860,86.0
4.402,10,24.79,8.638,125.0,89.5,477,0.858,85.8
4.463,11,24.76,8.629,125.2,89.4,478,0.860,86.0
4.497,12,25.30,8.816,124.8,89.1,496,0.831,83.1
4.528,13,25.33,8.824,124.7,89.0,496,0.880,88.0
4.576,14,25.51,8.887,124.5,89.3,504,0.832,83.2
4.607,15,25.47,8.875,125.1,89.4,496,0.856,85.6
4.620,16,25.47,8.875,125.1,89.4,496,0.856,85.6
4.636,17,25.48,8.878,125.4,89.2,496,0.845,84.5
4.668,18,25.87,9.014,125.5,89.2,514,0.882,88.2
4.701,19,25.74,8.968,125.7,88.7,518,0.883,88.3
4.736,20,25.60,8.918,126.0,88.7,506,0.881,88.1
4.765,21,25.87,9.016,125.7,88.8,524,0.849,84.9
4.802,22,26.44,9.213,125.6,88.7,537,0.879,87.9
4.860,23,26.31,9.169,125.5,89.6,532,0.867,86.7
4.893,24,26.09,9.092,125.7,89.4,528,0.861,86.1
4.943,25,25.98,9.052,125.3,89.5,521,0.860,86.0
4.958,26,25.98,9.052,125.3,89.5,521,0.860,86.0
4.973,27,26.27,9.153,125.7,88.9,518,0.859,85.9
5.008,28,25.67,8.943,125.1,89.0,514,0.865,86.5
5.043,29,26.31,9.167,125.2,88.6,538,0.865,86.5
5.072,30,26.11,9.098,125.3,88.4,521,0.877,87.7
5.106,0,26.12,9.100,125.1,88.5,524,0.871,87.1
5.134,1,25.98,9.054,124.7,88.6,517,0.847,84.7
5.167,2,26.08,9.086,124.5,88.5,523,0.856,85.6
5.203,3,26.08,9.087,123.5,88.9,526,0.842,84.2
5.282,4,25.92,9.031,123.2,89.2,518,0.859,85.9
5.312,5,25.80,8.988,123.5,89.2,508,0.855,85.5
5.325,6,25.80,8.988,123.5,89.2,508,0.855,85.5
5.343,7,26.08,9.088,124.4,88.8,517,0.847,84.7
5.376,8,25.72,8.963,125.0,88.8,514,0.865,86.5
5.407,9,26.01,9.063,125.8,88.3,519,0.850,85.0
5.442,10,25.58,8.913,126.2,88.1,508,0.871,87.1
5.471,11,25.64,8.934,127.1,87.2,501,0.876,87.6
5.503,12,25.37,8.841,126.3,87.4,500,0.858,85.8
5.536,13,25.52,8.892,125.9,87.8,506,0.875,87.5
5.568,14,25.44,8.863,125.4,87.9,502,0.874,87.4
5.602,15,25.43,8.861,125.6,87.7,501,0.859,85.9
5.644,16,25.06,8.732,126.0,87.2,485,0.872,87.2
5.677,17,25.07,8.736,126.3,86.9,480,0.876,87.6
5.712,18,25.22,8.788,126.9,87.4,490,0.875,87.5
5.744,19,25.52,8.891,127.2,87.7,501,0.859,85.9
5.775,20,25.13,8.757,126.5,88.3,494,0.842,84.2
5.806,21,25.14,8.758,126.2,88.3,490,0.894,89.4
5.841,22,25.25,8.797,125.8,88.2,490,0.870,87.0
5.871,23,25.17,8.771,125.5,87.9,491,0.866,86.6
5.904,24,25.43,8.862,124.8,88.1,496,0.863,86.3
5.935,25,25.29,8.812,124.9,88.2,492,0.873,87.3
5.980,26,25.55,8.901,125.4,87.9,504,0.859,85.9
6.015,27,24.88,8.670,126.0,87.6,483,0.868,86.8
6.046,28,25.43,8.861,125.7,87.7,504,0.875,87.5
6.079,29,25.64,8.933,125.1,87.6,502,0.861,86.1
6.112,0,25.32,8.823,124.1,87.6,492,0.885,88.5
6.140,1,25.71,8.957,124.0,88.0,508,0.838,83.8
6.177,2,25.73,8.966,123.9,88.0,510,0.846,84.6
6.208,3,25.30,8.814,124.6,87.3,498,0.848,84.8
6.242,4,25.23,8.791,125.2,87.0,494,0.843,84.3
6.272,5,25.64,8.934,125.3,87.2,508,0.816,81.6
6.304,6,25.55,8.902,125.4,87.3,498,0.871,87.1
6.353,7,25.65,8.937,125.9,87.0,511,0.876,87.6
6.384,8,25.74,8.968,125.4,87.0,510,0.864,86.4
6.416,9,25.51,8.889,125.1,86.7,502,0.845,84.5
6.446,10,25.13,8.755,124.9,86.3,490,0.881,88.1
6.480,11,25.29,8.811,124.5,85.8,490,0.875,87.5
6.509,12,25.34,8.829,124.5,85.3,496,0.834,83.4
6.544,13,25.11,8.748,124.7,83.2,490,0.864,86.4
6.576,14,25.34,8.828,124.4,83.9,495,0.873,87.3
6.607,15,25.09,8.741,123.6,83.7,488,0.849,84.9
6.642,16,25.33,8.825,123.6,84.0,502,0.874,87.4
6.672,17,25.37,8.841,123.9,83.6,498,0.861,86.1
6.725,18,24.98,8.705,123.9,83.3,478,0.854,85.4
6.751,19,24.75,8.623,123.8,83.1,474,0.883,88.3
6.782,20,24.60,8.573,123.7,83.1,474,0.865,86.5
6.816,21,24.74,8.621,124.2,82.6,464,0.876,87.6
6.848,22,24.46,8.523,124.3,82.9,458,0.853,85.3
6.881,23,24.40,8.503,124.0,83.7,460,0.840,84.0
6.911,24,24.73,8.618,123.6,85.8,465,0.860,86.0
6.944,25,24.63,8.580,122.9,85.9,470,0.887,88.7
6.975,26,24.77,8.631,122.4,86.0,473,0.868,86.8
7.008,27,24.75,8.624,122.1,86.1,470,0.875,87.5
7.058,28,24.69,8.602,122.4,86.1,460,0.840,84.0
7.087,29,24.95,8.695,122.5,86.0,478,0.843,84.3
7.120,0,24.93,8.687,122.9,86.0,484,0.877,87.7
7.150,1,25.01,8.716,123.2,86.0,490,0.860,86.0
7.183,2,24.73,8.616,123.5,85.9,476,0.852,85.2
7.213,3,24.98,8.705,123.3,85.7,476,0.869,86.9
7.247,4,25.09,8.743,123.0,85.7,488,0.873,87.3
7.282,5,24.86,8.661,122.6,85.9,483,0.835,83.5
7.310,6,25.15,8.762,122.3,85.9,492,0.880,88.0
7.345,7,25.04,8.725,122.9,85.4,488,0.860,86.0
7.374,8,25.60,8.918,122.7,85.1,507,0.894,89.4
7.426,9,25.43,8.860,123.2,85.4,500,0.869,86.9
7.456,10,25.94,9.038,122.9,85.9,526,0.856,85.6
7.488,11,25.82,8.998,122.9,86.1,518,0.855,85.5
7.519,12,25.72,8.963,123.1,86.2,514,0.861,86.1
7.551,13,25.75,8.973,123.8,85.6,516,0.856,85.6
7.583,14,25.59,8.917,123.9,85.3,506,0.847,84.7
7.613,15,25.64,8.933,124.0,85.4,504,0.860,86.0
7.647,16,25.67,8.943,123.7,85.5,509,0.873,87.3
7.681,17,25.49,8.882,123.8,85.1,504,0.860,86.0
7.709,18,25.40,8.851,123.8,85.0,498,0.850,85.0
7.761,19,25.29,8.812,123.2,84.9,497,0.836,83.6
7.791,20,25.15,8.763,123.2,84.9,491,0.849,84.9
7.826,21,25.21,8.783,122.8,84.9,491,0.849,84.9
7.855,22,25.16,8.766,122.7,85.2,493,0.869,86.9
7.884,23,25.16,8.765,122.6,84.9,496,0.862,86.2
7.920,24,25.29,8.811,122.9,84.9,496,0.851,85.1
7.951,25,25.31,8.818,122.9,84.8,488,0.872,87.2
7.984,26,25.08,8.739,123.4,84.9,486,0.828,82.8
8.013,27,24.90,8.676,123.5,85.6,478,0.873,87.3
8.048,28,25.04,8.725,123.5,85.7,486,0.846,84.6
8.079,29,24.56,8.557,123.5,85.5,470,0.856,85.6
8.129,30,24.80,8.641,123.0,85.2,476,0.863,86.3
8.159,0,24.62,8.578,123.3,85.7,468,0.854,85.4
8.192,1,24.73,8.617,124.1,85.7,472,0.855,85.5
8.224,2,24.12,8.404,127.9,85.0,446,0.859,85.9
8.256,3,23.56,8.211,128.7,85.0,425,0.826,82.6
8.288,4,23.94,8.343,129.0,84.3,442,0.865,86.5
8.319,5,23.62,8.229,128.4,85.1,430,0.865,86.5
8.349,6,23.81,8.296,128.4,85.9,442,0.891,89.1
8.383,7,23.98,8.354,128.7,86.1,442,0.856,85.6
8.416,8,23.37,8.143,129.8,85.8,418,0.860,86.0
8.465,9,23.52,8.195,130.8,84.9,425,0.826,82.6
8.495,10,23.60,8.222,129.4,84.8,429,0.851,85.1
8.527,11,24.22,8.438,128.3,85.0,450,0.885,88.5
8.559,12,24.42,8.509,127.9,85.0,462,0.855,85.5
8.590,13,24.31,8.472,127.7,85.0,456,0.890,89.0
8.621,14,24.45,8.520,127.1,85.6,462,0.843,84.3
8.655,15,24.56,8.558,127.0,85.7,456,0.878,87.8
8.687,16,24.98,8.703,126.9,85.5,483,0.868,86.8
8.720,17,24.71,8.608,126.7,85.5,474,0.863,86.3
8.750,18,24.44,8.516,126.3,86.1,464,0.870,87.0
8.784,19,24.76,8.626,126.6,86.2,470,0.874,87.4
8.832,20,24.45,8.521,126.6,85.2,466,0.862,86.2
8.863,21,25.07,8.735,126.7,78.8,478,0.867,86.7
8.893,22,25.10,8.746,127.0,77.8,488,0.872,87.2
8.926,23,24.83,8.650,127.0,77.5,478,0.867,86.7
8.960,24,24.89,8.671,127.2,77.5,478,0.867,86.7
8.988,25,25.21,8.783,127.0,77.3,488,0.848,84.8
9.023,26,24.70,8.605,127.2,76.5,464,0.876,87.6
9.056,27,24.95,8.694,127.1,76.7,474,0.872,87.2
9.088,28,24.44,8.516,127.3,76.3,464,0.871,87.1
9.121,29,22.48,7.833,135.4,76.2,378,0.831,83.1
9.169,30,22.50,7.839,138.2,76.7,385,0.885,88.5
9.199,0,22.47,7.829,138.0,76.7,386,0.872,87.2
9.214,1,22.47,7.829,138.0,76.7,386,0.872,87.2
9.265,2,22.40,7.807,138.9,76.7,382,0.851,85.1
9.295,3,21.95,7.649,139.6,76.9,368,0.841,84.1
9.327,4,22.26,7.758,139.8,76.4,363,0.853,85.3
9.360,5,22.15,7.717,139.6,75.9,370,0.850,85.0
9.391,6,21.85,7.613,139.2,76.1,368,0.831,83.1
9.426,7,21.84,7.611,139.3,76.2,356,0.837,83.7
9.455,8,21.83,7.606,139.9,75.8,363,0.853,85.3
9.488,9,21.99,7.661,139.7,76.0,364,0.856,85.6
9.537,10,21.83,7.607,138.9,76.0,364,0.843,84.3
9.551,11,21.83,7.607,138.9,76.0,364,0.843,84.3
9.563,12,21.92,7.637,138.2,76.7,370,0.838,83.8
9.600,13,22.28,7.763,138.1,76.5,379,0.826,82.6
9.659,14,22.01,7.669,138.0,76.6,370,0.832,83.2
9.696,15,22.15,7.718,138.4,76.7,379,0.871,87.1
9.729,16,22.07,7.691,138.8,76.5,372,0.862,86.2
9.759,17,21.79,7.591,139.6,76.4,367,0.844,84.4
9.790,18,21.86,7.617,140.3,76.0,362,0.864,86.4
9.822,19,22.62,7.880,138.6,80.2,394,0.873,87.3
9.872,20,22.51,7.844,137.6,82.7,394,0.826,82.6
9.903,21,22.31,7.773,137.6,82.6,384,0.826,82.6
9.920,22,22.31,7.773,137.6,82.6,384,0.826,82.6
9.937,23,22.57,7.864,136.8,82.6,379,0.879,87.9
9.966,24,22.44,7.820,136.4,82.9,386,0.895,89.5
9.998,25,22.86,7.967,136.1,83.2,398,0.880,88.0
10.065,26,21.88,7.624,135.4,83.9,368,0.854,85.4
10.096,27,22.46,7.824,136.2,83.7,389,0.874,87.4
10.127,28,22.09,7.697,136.3,83.0,377,0.847,84.7
10.158,29,22.21,7.739,137.7,83.7,377,0.847,84.7
10.191,30,21.78,7.588,137.3,83.7,368,0.873,87.3
10.241,0,22.42,7.810,137.2,83.9,382,0.867,86.7
10.255,1,22.42,7.810,137.2,83.9,382,0.867,86.7
10.270,2,22.08,7.692,137.3,83.3,378,0.864,86.4
10.303,3,21.98,7.658,136.7,83.3,373,0.885,88.5
10.335,4,22.32,7.779,136.6,83.2,382,0.844,84.4
10.369,5,22.89,7.976,136.8,83.4,399,0.815,81.5
10.400,6,22.62,7.880,136.8,82.9,396,0.856,85.6
10.466,7,22.75,7.925,136.7,82.7,396,0.831,83.1
10.495,8,23.23,8.095,137.7,80.7,416,0.882,88.2
10.527,9,23.07,8.038,138.3,80.4,408,0.870,87.0
10.559,10,23.13,8.061,139.0,80.2,412,0.866,86.6
10.610,11,23.16,8.070,139.5,80.2,410,0.837,83.7
10.632,12,23.16,8.070,139.5,80.2,410,0.837,83.7
10.646,13,23.34,8.132,140.0,80.1,412,0.827,82.7
10.669,14,23.28,8.111,139.9,80.0,412,0.839,83.9
10.704,15,24.53,8.547,131.1,81.0,466,0.832,83.2
10.733,16,25.73,8.967,128.4,81.2,508,0.860,86.0
10.769,17,25.56,8.905,128.4,81.6,502,0.872,87.2
10.799,18,25.49,8.881,128.7,81.7,502,0.872,87.2
10.868,19,25.71,8.960,129.1,82.3,514,0.865,86.5
10.896,20,25.99,9.057,129.5,82.9,522,0.839,83.9
10.945,21,26.19,9.125,129.4,84.4,530,0.862,86.2
10.976,22,25.53,8.895,129.3,86.2,502,0.857,85.7
10.990,23,25.53,8.895,129.3,86.2,502,0.857,85.7
11.004,24,25.75,8.972,129.7,86.1,509,0.873,87.3
