timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
4.966,2,25.95,9.042,115.9,94.6,524,0.853,85.3
4.998,3,25.71,8.957,115.7,95.1,500,0.860,86.0
5.032,4,26.08,9.086,115.8,95.2,524,0.838,83.8
5.062,5,25.82,8.996,115.3,95.4,504,0.859,85.9
5.094,6,25.99,9.056,115.5,95.4,518,0.867,86.7
5.144,7,25.70,8.956,115.4,95.5,500,0.848,84.8
5.173,8,27.09,9.438,116.1,95.3,545,0.876,87.6
5.206,9,26.90,9.374,115.5,95.1,548,0.849,84.9
5.238,10,26.44,9.212,115.6,95.4,535,0.883,88.3
5.269,11,26.42,9.204,115.2,94.7,512,0.845,84.5
5.302,12,26.02,9.066,114.8,94.9,507,0.860,86.0
5.336,13,26.40,9.200,115.0,95.1,534,0.865,86.5
5.365,14,26.54,9.247,115.0,94.9,540,0.864,86.4
5.398,15,26.64,9.282,115.5,95.4,542,0.865,86.5
5.429,16,26.94,9.388,115.6,95.1,544,0.848,84.8
5.462,17,25.52,8.894,115.3,95.3,502,0.862,86.2
5.511,18,26.20,9.130,116.0,95.6,526,0.842,84.2
5.541,19,26.47,9.225,116.2,95.6,536,0.858,85.8
5.573,20,26.32,9.170,115.2,95.2,527,0.854,85.4
5.604,21,26.49,9.229,115.0,95.4,523,0.847,84.7
5.639,22,26.19,9.126,114.6,94.8,520,0.846,84.6
5.670,23,26.15,9.111,115.0,94.9,522,0.862,86.2
5.701,24,26.07,9.084,115.5,94.8,522,0.862,86.2
5.734,25,27.13,9.453,116.6,94.6,549,0.866,86.6
5.767,26,26.07,9.085,116.6,94.1,521,0.844,84.4
5.796,27,26.29,9.161,116.3,94.1,524,0.865,86.5
5.850,28,26.93,9.385,115.9,94.0,544,0.874,87.4
5.877,29,27.13,9.452,115.4,94.7,550,0.856,85.6
5.909,0,26.84,9.353,115.0,95.1,549,0.866,86.6
5.942,1,26.91,9.377,114.9,94.2,544,0.862,86.2
5.973,2,27.10,9.443,115.7,94.1,556,0.866,86.6
6.007,3,27.44,9.561,116.1,93.7,557,0.841,84.1
6.033,4,28.14,9.805,116.0,93.5,587,0.854,85.4
6.071,5,28.28,9.855,115.8,93.1,592,0.840,84.0
6.102,6,27.34,9.528,115.2,93.5,572,0.874,87.4
6.133,7,26.84,9.350,114.5,93.6,545,0.844,84.4
6.167,8,27.33,9.521,114.0,92.7,558,0.864,86.4
6.216,9,27.96,9.743,114.1,92.9,584,0.855,85.5
6.246,10,27.36,9.535,114.2,92.2,567,0.856,85.6
6.276,11,26.93,9.382,113.6,92.5,552,0.851,85.1
6.310,12,23.20,8.083,109.5,93.6,384,0.797,79.7
6.342,13,22.51,7.843,109.4,94.2,345,0.766,76.6
6.374,14,22.22,7.741,109.6,94.5,351,0.755,75.5
6.408,15,24.62,8.580,111.7,94.7,396,0.732,73.2
6.439,16,22.84,7.959,110.5,94.1,360,0.739,73.9
6.472,17,22.16,7.720,109.7,94.4,347,0.780,78.0
6.501,18,21.15,7.370,109.2,94.5,310,0.749,74.9
6.551,19,22.16,7.720,110.4,95.0,328,0.801,80.1
6.582,20,24.96,8.698,47.1,116.6,400,0.714,71.4
6.678,23,25.04,8.725,46.8,115.7,375,0.624,62.4
6.742,25,22.99,8.012,45.9,114.7,332,0.602,60.2
6.839,28,26.83,9.349,47.6,116.0,444,0.628,62.8
6.868,29,26.82,9.346,47.9,117.0,434,0.614,61.4
6.982,1,23.83,8.305,47.2,115.5,380,0.698,69.8
7.049,3,20.81,7.251,110.9,94.7,312,0.816,81.6
7.076,4,24.47,8.525,117.2,92.7,454,0.857,85.7
7.110,5,23.30,8.119,117.7,92.7,423,0.864,86.4
7.143,6,23.04,8.028,117.2,92.9,410,0.863,86.3
7.174,7,23.38,8.146,117.2,94.0,422,0.876,87.6
7.207,8,22.80,7.943,116.6,94.4,398,0.875,87.5
7.255,9,22.71,7.912,116.7,94.6,400,0.846,84.6
7.284,10,22.17,7.724,117.3,94.4,382,0.873,87.3
7.318,11,22.55,7.858,117.7,94.2,396,0.871,87.1
7.350,12,22.61,7.878,118.0,94.2,395,0.869,86.9
7.384,13,23.68,8.252,117.2,93.9,428,0.881,88.1
7.413,14,23.03,8.025,116.8,93.5,404,0.888,88.8
7.446,15,23.13,8.060,116.6,93.6,408,0.847,84.7
7.474,16,23.25,8.102,116.1,93.0,412,0.864,86.4
7.510,17,23.05,8.030,115.7,93.4,402,0.877,87.7
7.543,18,23.69,8.253,115.6,93.1,428,0.867,86.7
7.573,19,22.89,7.974,114.6,93.3,406,0.893,89.3
7.622,20,23.19,8.081,114.8,93.4,416,0.900,90.0
7.653,21,23.24,8.099,114.9,93.2,412,0.874,87.4
7.690,22,23.07,8.039,115.1,93.4,408,0.866,86.6
7.717,23,23.77,8.281,115.2,92.5,434,0.873,87.3
7.750,24,24.41,8.507,115.8,92.8,460,0.864,86.4
7.783,25,25.02,8.719,116.0,92.4,482,0.887,88.7
7.813,26,24.78,8.635,115.6,92.5,474,0.859,85.9
7.845,27,24.56,8.557,115.4,92.4,464,0.871,87.1
7.875,28,24.47,8.526,115.0,92.1,462,0.859,85.9
7.910,29,24.53,8.547,115.2,91.8,464,0.887,88.7
7.959,30,24.78,8.633,115.3,91.1,472,0.879,87.9
7.991,0,25.49,8.881,115.8,90.8,498,0.891,89.1
8.006,1,25.49,8.881,115.8,90.8,498,0.891,89.1
8.056,2,25.97,9.048,116.8,91.5,516,0.886,88.6
8.085,3,25.88,9.019,117.2,92.1,515,0.873,87.3
8.117,4,26.16,9.114,117.6,92.3,523,0.880,88.0
8.150,5,25.87,9.014,118.2,92.3,522,0.862,86.2
8.182,6,26.11,9.097,118.4,92.2,529,0.873,87.3
8.214,7,26.50,9.235,118.7,91.9,542,0.865,86.5
8.249,8,26.28,9.155,118.8,92.1,529,0.880,88.0
8.278,9,26.41,9.202,118.8,91.5,538,0.871,87.1
8.330,10,26.39,9.196,119.1,91.1,534,0.898,89.8
8.343,11,26.39,9.196,119.1,91.1,534,0.898,89.8
8.354,12,26.25,9.148,118.5,91.2,533,0.897,89.7
8.389,13,26.75,9.321,118.7,91.1,547,0.886,88.6
8.456,14,25.65,8.936,117.8,90.9,510,0.899,89.9
8.489,15,26.37,9.189,117.9,91.1,538,0.861,86.1
8.517,16,26.04,9.072,117.3,90.8,528,0.871,87.1
8.549,17,25.41,8.854,117.5,90.6,500,0.895,89.5
8.583,18,26.21,9.131,117.5,91.1,527,0.870,87.0
8.614,19,26.35,9.181,117.8,91.0,532,0.862,86.2
8.663,20,26.35,9.181,118.2,90.9,538,0.875,87.5
8.694,21,26.96,9.395,118.6,90.7,561,0.869,86.9
8.705,22,26.96,9.395,118.6,90.7,561,0.869,86.9
8.723,23,27.56,9.603,118.3,90.5,585,0.867,86.7
8.756,24,26.55,9.250,118.3,90.0,548,0.888,88.8
8.789,25,27.17,9.468,118.6,90.4,568,0.874,87.4
8.855,26,27.71,9.656,118.3,90.0,596,0.841,84.1
8.882,27,27.23,9.488,117.8,90.4,565,0.882,88.2
8.919,28,27.01,9.411,117.7,91.3,558,0.875,87.5
8.950,29,27.26,9.497,117.9,91.4,560,0.855,85.5
8.982,30,27.14,9.458,118.5,91.5,558,0.891,89.1
9.031,0,27.30,9.512,119.1,91.0,582,0.873,87.3
9.043,1,27.30,9.512,119.1,91.0,582,0.873,87.3
9.059,2,27.65,9.635,119.0,90.8,590,0.863,86.3
9.096,3,27.37,9.538,118.9,90.8,584,0.876,87.6
9.125,4,27.69,9.647,118.9,90.8,598,0.871,87.1
9.158,5,27.39,9.542,119.1,90.9,570,0.895,89.5
9.189,6,27.53,9.591,119.3,90.8,587,0.854,85.4
9.256,7,27.97,9.747,119.6,90.7,597,0.885,88.5
9.287,8,27.83,9.696,119.5,90.2,598,0.845,84.5
9.319,9,27.55,9.599,119.9,90.2,588,0.882,88.2
9.348,10,28.11,9.793,120.2,89.7,610,0.862,86.2
9.400,11,28.57,9.956,120.4,89.2,624,0.882,88.2
9.413,12,28.57,9.956,120.4,89.2,624,0.882,88.2
9.433,13,27.76,9.673,120.5,89.3,599,0.888,88.8
9.460,14,27.78,9.678,120.2,89.5,595,0.866,86.6
9.494,15,28.20,9.826,119.6,89.3,614,0.872,87.2
9.528,16,27.58,9.610,118.9,89.3,592,0.877,87.7
9.558,17,27.74,9.664,119.0,89.4,597,0.885,88.5
9.590,18,27.09,9.438,118.3,89.2,564,0.879,87.9
9.656,19,27.13,9.453,118.1,89.0,570,0.871,87.1
9.687,20,27.55,9.601,117.7,89.2,588,0.883,88.3
9.735,21,27.04,9.420,117.4,89.5,570,0.872,87.2
9.767,22,27.41,9.552,117.6,89.2,588,0.871,87.1
9.782,23,27.41,9.552,117.6,89.2,588,0.871,87.1
9.797,24,27.88,9.713,117.3,88.5,590,0.880,88.0
9.831,25,26.55,9.251,117.0,88.9,546,0.872,87.2
9.860,26,27.74,9.666,117.1,89.1,600,0.862,86.2
9.892,27,26.95,9.391,117.4,89.7,558,0.868,86.8
9.927,28,26.61,9.273,118.0,90.0,549,0.866,86.6
9.956,29,27.15,9.459,118.5,90.0,568,0.884,88.4
9.992,30,27.26,9.497,118.4,89.8,571,0.868,86.8
10.057,0,26.86,9.361,118.5,89.9,562,0.882,88.2
10.101,1,27.47,9.571,118.6,89.9,578,0.884,88.4
10.113,2,27.47,9.571,118.6,89.9,578,0.884,88.4
10.130,3,27.09,9.438,118.8,89.6,572,0.890,89.0
10.167,4,27.22,9.486,118.8,89.9,581,0.877,87.7
10.196,5,27.62,9.624,119.3,89.7,589,0.889,88.9
10.230,6,27.76,9.674,119.2,89.8,600,0.879,87.9
10.262,7,27.31,9.515,118.8,89.6,582,0.890,89.0
10.295,8,27.59,9.612,118.3,90.0,586,0.853,85.3
10.328,9,27.22,9.485,117.7,90.1,568,0.885,88.5
10.358,10,27.86,9.706,118.0,90.0,594,0.891,89.1
10.390,11,27.42,9.555,118.1,89.7,585,0.867,86.7
10.472,12,27.99,9.752,118.7,89.9,606,0.842,84.2
10.487,13,27.99,9.752,118.7,89.9,606,0.842,84.2
10.498,14,28.18,9.819,119.4,89.8,618,0.872,87.2
10.534,15,28.03,9.766,120.1,89.4,610,0.876,87.6
10.567,16,28.33,9.870,120.2,88.9,620,0.876,87.6
10.595,17,28.87,10.058,120.5,88.6,640,0.856,85.6
10.629,18,31.12,10.842,120.2,87.7,756,0.860,86.0
10.727,21,21.44,7.469,116.5,94.8,320,0.773,77.3
10.757,22,28.50,9.932,117.1,90.5,615,0.858,85.8
10.808,23,30.51,10.629,117.7,89.2,716,0.851,85.1
10.838,24,30.33,10.567,118.3,89.0,698,0.847,84.7
10.871,25,29.18,10.168,118.1,89.8,652,0.882,88.2
10.900,26,28.72,10.006,118.6,89.7,643,0.882,88.2
10.932,27,28.91,10.075,117.6,90.3,640,0.877,87.7
10.968,28,27.91,9.723,117.0,90.4,600,0.889,88.9
10.997,29,26.96,9.395,116.4,90.7,567,0.856,85.6
