timestamp_s,frame_number,diameter_px,diameter_mm,center_x,center_y,area,circularity,quality_score
7.872,7,24.93,8.685,117.9,80.5,480,0.834,83.4
7.902,8,23.92,8.334,118.3,80.3,434,0.777,77.7
7.950,9,24.27,8.455,118.2,80.5,458,0.818,81.8
7.982,10,23.80,8.292,119.9,80.8,442,0.815,81.5
8.014,11,23.66,8.246,119.4,81.5,424,0.795,79.5
8.049,12,24.11,8.401,119.5,81.0,438,0.782,78.2
8.083,13,22.86,7.964,119.9,80.9,392,0.752,75.2
8.118,14,23.67,8.248,120.3,81.5,424,0.762,76.2
8.147,15,24.22,8.439,120.7,82.4,436,0.794,79.4
8.179,16,23.41,8.157,120.8,82.0,416,0.773,77.3
8.212,17,24.57,8.561,121.5,81.9,459,0.716,71.6
8.244,18,24.94,8.691,121.9,82.1,473,0.818,81.8
8.274,19,24.97,8.700,121.7,81.3,478,0.735,73.5
8.324,20,25.55,8.902,121.8,81.8,508,0.805,80.5
8.356,21,24.90,8.678,121.9,81.8,478,0.811,81.1
8.385,22,25.01,8.715,123.2,81.1,466,0.726,72.6
8.420,23,24.83,8.653,123.1,81.1,476,0.783,78.3
8.450,24,24.25,8.449,123.5,81.0,442,0.726,72.6
8.482,25,24.81,8.646,122.4,80.7,474,0.782,78.2
8.513,26,25.08,8.739,122.3,80.6,466,0.769,76.9
8.546,27,24.00,8.361,122.5,81.2,445,0.734,73.4
8.579,28,24.59,8.567,121.1,81.8,464,0.790,79.0
8.611,29,24.90,8.676,121.5,82.3,472,0.820,82.0
8.661,30,24.75,8.623,121.9,81.9,465,0.739,73.9
8.689,0,24.92,8.682,122.0,81.4,476,0.786,78.6
8.724,1,25.21,8.783,121.8,80.5,490,0.735,73.5
8.754,2,25.69,8.952,122.1,80.0,504,0.710,71.0
8.785,3,25.49,8.883,123.0,79.1,498,0.771,77.1
8.819,4,27.28,9.504,124.4,77.9,563,0.766,76.6
8.851,5,27.52,9.590,124.2,77.9,580,0.817,81.7
8.884,6,27.18,9.470,122.9,78.7,555,0.763,76.3
8.917,7,26.78,9.330,122.3,79.1,537,0.796,79.6
8.946,8,26.28,9.157,123.2,79.4,532,0.806,80.6
8.979,9,26.46,9.218,123.5,79.1,533,0.819,81.9
9.028,10,26.32,9.172,124.3,78.2,533,0.790,79.0
9.061,11,25.80,8.990,125.0,77.8,511,0.757,75.7
9.091,12,25.60,8.918,125.4,78.1,495,0.789,78.9
9.124,13,26.06,9.080,124.8,78.2,515,0.806,80.6
9.154,14,25.61,8.924,124.4,77.8,504,0.805,80.5
9.185,15,25.44,8.864,124.5,77.4,497,0.776,77.6
9.219,16,26.22,9.135,123.9,77.4,524,0.791,79.1
9.250,17,26.32,9.172,123.5,77.4,534,0.832,83.2
9.283,18,26.94,9.386,123.0,76.5,542,0.828,82.8
9.314,19,25.95,9.040,122.4,76.8,520,0.809,80.9
9.364,20,26.58,9.260,122.5,76.8,538,0.788,78.8
9.394,21,26.77,9.327,122.3,76.8,542,0.761,76.1
9.426,22,26.30,9.164,121.6,77.4,534,0.730,73.0
9.459,23,25.44,8.864,121.5,77.1,501,0.742,74.2
9.491,24,25.67,8.945,121.1,77.0,506,0.802,80.2
9.523,25,26.27,9.154,120.9,76.6,525,0.674,67.4
9.558,26,26.24,9.143,120.6,76.7,525,0.778,77.8
9.586,27,25.08,8.737,120.5,75.9,484,0.731,73.1
9.618,28,26.38,9.191,119.5,76.3,533,0.834,83.4
9.650,29,27.01,9.412,116.3,76.8,563,0.814,81.4
9.683,30,26.90,9.371,115.1,77.1,542,0.756,75.6
9.731,0,27.57,9.606,113.9,77.6,582,0.763,76.3
9.763,1,27.85,9.703,113.3,77.4,592,0.816,81.6
9.795,2,26.82,9.343,114.2,77.2,551,0.796,79.6
9.826,3,26.48,9.225,114.2,77.4,535,0.760,76.0
9.854,4,26.94,9.387,114.5,77.6,558,0.783,78.3
9.889,5,27.34,9.526,114.9,76.7,568,0.801,80.1
9.923,6,26.67,9.292,114.9,76.9,550,0.798,79.8
9.954,7,27.00,9.408,114.9,76.3,563,0.814,81.4
9.987,8,26.48,9.227,114.0,76.9,540,0.824,82.4
10.018,9,26.50,9.235,113.8,77.2,539,0.793,79.3
10.068,10,27.24,9.491,113.8,77.1,561,0.831,83.1
10.100,11,26.96,9.395,114.0,76.3,545,0.802,80.2
10.112,12,26.96,9.395,114.0,76.3,545,0.802,80.2
10.165,13,26.73,9.315,113.3,77.2,527,0.717,71.7
10.191,14,26.81,9.342,112.9,77.6,552,0.789,78.9
10.223,15,27.34,9.525,113.8,77.6,574,0.755,75.5
10.256,16,26.13,9.105,114.1,77.0,523,0.847,84.7
10.288,17,26.89,9.368,113.5,76.9,556,0.775,77.5
10.322,18,26.37,9.188,117.5,76.4,537,0.804,80.4
10.354,19,25.82,8.995,119.5,76.0,502,0.788,78.8
10.389,20,25.36,8.835,119.4,76.0,488,0.799,79.9
10.436,21,25.55,8.904,119.1,75.5,502,0.813,81.3
10.449,22,25.55,8.904,119.1,75.5,502,0.813,81.3
10.464,23,25.68,8.947,119.5,75.5,503,0.817,81.7
10.499,24,25.58,8.912,119.3,75.2,498,0.816,81.6
10.564,25,25.76,8.975,119.0,74.8,504,0.770,77.0
10.593,26,26.16,9.115,118.7,74.7,522,0.812,81.2
10.627,27,25.89,9.023,118.8,74.7,509,0.762,76.2
10.657,28,26.60,9.267,118.8,74.9,545,0.774,77.4
10.691,29,26.72,9.311,119.7,74.1,536,0.820,82.0
10.721,0,26.15,9.111,120.0,73.7,522,0.827,82.7
10.754,1,26.67,9.294,120.2,73.6,547,0.850,85.0
10.804,2,27.47,9.573,120.8,73.8,576,0.814,81.4
10.817,3,27.47,9.573,120.8,73.8,576,0.814,81.4
10.831,4,26.92,9.380,120.5,74.0,552,0.867,86.7
10.867,5,27.16,9.462,120.6,73.1,563,0.799,79.9
10.899,6,27.05,9.427,120.6,73.1,568,0.796,79.6
10.963,7,27.29,9.508,121.1,73.9,570,0.845,84.5
10.996,8,27.10,9.444,120.1,74.1,569,0.814,81.4
11.028,9,27.07,9.432,119.8,74.8,566,0.776,77.6
